r_seed=1,   C[0],   C[1],   H[2],   H[3],  
r_seed=161,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.413000,  37.861000,   7.897000,   7.786000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194889,   0.187885,  -0.829143,   0.843733,  
Y Velocity[A/fs],  -0.006393,   0.001886,  -0.004224,  -0.028571, 
Z Velocity[A/fs],  -0.017335,   0.011024,  -0.002369,  -0.019331,  
Speed[A/fs],   0.195763,   0.188218,   0.829157,   0.844438,  
 
r_seed=162,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.368000,  37.799000,   7.903000,   7.706000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194511,   0.187813,  -0.831421,   0.842742,  
Y Velocity[A/fs],  -0.007550,  -0.002258,   0.015690,   0.047234, 
Z Velocity[A/fs],   0.008888,  -0.010900,  -0.019742,   0.012967,  
Speed[A/fs],   0.194860,   0.188142,   0.831803,   0.844164,  
 
r_seed=163,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.829000,  37.097000,   7.842000,   7.598000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191877,   0.190759,  -0.828104,   0.846195,  
Y Velocity[A/fs],   0.001831,  -0.011960,   0.029805,  -0.016770, 
Z Velocity[A/fs],  -0.001969,  -0.002079,   0.015594,  -0.016057,  
Speed[A/fs],   0.191896,   0.191145,   0.828786,   0.846513,  
 
r_seed=164,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.807000,  38.161000,   7.798000,   7.651000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197407,   0.186129,  -0.832149,   0.840712,  
Y Velocity[A/fs],  -0.002716,   0.007220,  -0.007732,  -0.013641, 
Z Velocity[A/fs],   0.004282,   0.004711,   0.019394,   0.009271,  
Speed[A/fs],   0.197472,   0.186328,   0.832411,   0.840873,  
 
r_seed=165,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.509000,  37.555000,   7.833000,   7.683000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193701,   0.188635,  -0.827946,   0.844896,  
Y Velocity[A/fs],  -0.001303,   0.000536,   0.064799,  -0.022934, 
Z Velocity[A/fs],   0.009085,  -0.016495,  -0.003735,   0.011715,  
Speed[A/fs],   0.193919,   0.189356,   0.830486,   0.845288,  
 
r_seed=166,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.420000,  37.639000,   7.949000,   7.694000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194994,   0.189353,  -0.828437,   0.841201,  
Y Velocity[A/fs],   0.003605,  -0.005143,  -0.019032,   0.015363, 
Z Velocity[A/fs],  -0.002097,  -0.004878,   0.047360,  -0.021354,  
Speed[A/fs],   0.195038,   0.189485,   0.830008,   0.841613,  
 
r_seed=167,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.218000,  38.049000,   7.829000,   7.761000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195347,   0.186415,  -0.829993,   0.844035,  
Y Velocity[A/fs],   0.002057,   0.008576,  -0.023439,  -0.025154, 
Z Velocity[A/fs],   0.018268,  -0.016495,  -0.021720,   0.013704,  
Speed[A/fs],   0.196210,   0.187340,   0.830608,   0.844521,  
 
r_seed=168,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.523000,  36.593000,   7.914000,   7.650000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.188357,   0.192949,  -0.826392,   0.851045,  
Y Velocity[A/fs],   0.009558,   0.001486,  -0.030219,   0.003473, 
Z Velocity[A/fs],   0.004165,  -0.007667,   0.018147,   0.001158,  
Speed[A/fs],   0.188646,   0.193107,   0.827144,   0.851053,  
 
r_seed=169,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.322000,  38.873000,   7.775000,   7.807000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.200314,   0.183042,  -0.833696,   0.839397,  
Y Velocity[A/fs],  -0.000343,  -0.004945,   0.009141,   0.037565, 
Z Velocity[A/fs],  -0.000965,  -0.005444,  -0.017829,   0.021967,  
Speed[A/fs],   0.200317,   0.183189,   0.833937,   0.840524,  
 
r_seed=170,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.488000,  37.802000,   7.865000,   7.754000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193837,   0.187478,  -0.830466,   0.846281,  
Y Velocity[A/fs],  -0.005006,  -0.003504,   0.000041,   0.004297, 
Z Velocity[A/fs],   0.018296,  -0.013197,  -0.004491,   0.017110,  
Speed[A/fs],   0.194763,   0.187975,   0.830479,   0.846465,  
 
r_seed=171,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.983000,  38.241000,   7.817000,   7.742000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196923,   0.185960,  -0.830066,   0.841044,  
Y Velocity[A/fs],  -0.013922,   0.013436,   0.004768,   0.015021, 
Z Velocity[A/fs],   0.007229,  -0.016616,   0.025176,  -0.009428,  
Speed[A/fs],   0.197547,   0.187184,   0.830461,   0.841231,  
 
r_seed=172,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.498000,  37.578000,   7.894000,   7.668000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193660,   0.188694,  -0.830953,   0.843454,  
Y Velocity[A/fs],  -0.008360,   0.005411,   0.015428,  -0.015627, 
Z Velocity[A/fs],  -0.001205,  -0.005206,  -0.026625,   0.049975,  
Speed[A/fs],   0.193844,   0.188843,   0.831522,   0.845078,  
 
r_seed=173,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.845000,  38.377000,   7.837000,   7.788000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197877,   0.185573,  -0.830211,   0.839774,  
Y Velocity[A/fs],   0.000443,  -0.008406,   0.029706,   0.044847, 
Z Velocity[A/fs],   0.014105,  -0.014622,   0.020778,   0.012275,  
Speed[A/fs],   0.198380,   0.186338,   0.831002,   0.841060,  
 
r_seed=174,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.621000,  38.497000,   7.762000,   7.763000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198272,   0.184256,  -0.833221,   0.841565,  
Y Velocity[A/fs],   0.004262,  -0.008106,  -0.021268,   0.049884, 
Z Velocity[A/fs],   0.000039,   0.003386,  -0.019861,   0.007907,  
Speed[A/fs],   0.198318,   0.184466,   0.833729,   0.843080,  
 
r_seed=175,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.905000,  37.117000,   7.823000,   7.654000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191284,   0.190278,  -0.828691,   0.848267,  
Y Velocity[A/fs],   0.003519,   0.001127,   0.030370,   0.027098, 
Z Velocity[A/fs],  -0.008855,   0.011517,   0.005984,   0.013430,  
Speed[A/fs],   0.191521,   0.190630,   0.829269,   0.848806,  
 
r_seed=176,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.719000,  37.344000,   7.923000,   7.692000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193165,   0.190324,  -0.827496,   0.844056,  
Y Velocity[A/fs],   0.002040,  -0.001130,   0.046372,  -0.023562, 
Z Velocity[A/fs],   0.003415,   0.010786,   0.025249,  -0.004953,  
Speed[A/fs],   0.193206,   0.190632,   0.829179,   0.844399,  
 
r_seed=177,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.129000,  38.136000,   7.818000,   7.773000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195662,   0.185849,  -0.831119,   0.844858,  
Y Velocity[A/fs],   0.014076,  -0.014454,  -0.027162,   0.026553, 
Z Velocity[A/fs],  -0.004050,   0.008848,   0.015585,  -0.013856,  
Speed[A/fs],   0.196209,   0.186621,   0.831709,   0.845388,  
 
r_seed=178,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.207000,  36.852000,   7.872000,   7.647000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.189947,   0.191779,  -0.827058,   0.847945,  
Y Velocity[A/fs],  -0.009520,   0.008074,   0.005963,   0.030356, 
Z Velocity[A/fs],   0.006614,  -0.004937,  -0.028164,  -0.045163,  
Speed[A/fs],   0.190300,   0.192013,   0.827559,   0.849689,  
 
r_seed=179,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.975000,  38.007000,   7.802000,   7.659000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196232,   0.186455,  -0.831309,   0.842883,  
Y Velocity[A/fs],  -0.004715,   0.003628,  -0.019020,   0.004729, 
Z Velocity[A/fs],   0.008497,   0.002904,  -0.045165,  -0.009787,  
Speed[A/fs],   0.196472,   0.186513,   0.832752,   0.842953,  
 
r_seed=180,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.792000,  37.339000,   7.859000,   7.714000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192096,   0.189460,  -0.829331,   0.847840,  
Y Velocity[A/fs],  -0.004372,   0.000620,  -0.019555,  -0.028271, 
Z Velocity[A/fs],  -0.006007,   0.010303,   0.009282,   0.034324,  
Speed[A/fs],   0.192239,   0.189741,   0.829614,   0.849006,  
 
r_seed=181,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.081000,  38.003000,   7.829000,   7.737000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196457,   0.187056,  -0.828258,   0.842184,  
Y Velocity[A/fs],  -0.001290,  -0.012619,   0.001358,   0.006614, 
Z Velocity[A/fs],  -0.011741,   0.007140,   0.060657,   0.014550,  
Speed[A/fs],   0.196812,   0.187617,   0.830478,   0.842336,  
 
r_seed=182,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.792000,  37.288000,   7.885000,   7.654000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191964,   0.189777,  -0.830150,   0.846370,  
Y Velocity[A/fs],  -0.004990,   0.011527,  -0.000102,   0.012500, 
Z Velocity[A/fs],   0.005165,   0.007262,  -0.011989,  -0.026333,  
Speed[A/fs],   0.192099,   0.190265,   0.830237,   0.846872,  
 
r_seed=183,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.564000,  38.610000,   7.794000,   7.768000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.199320,   0.184507,  -0.831372,   0.838756,  
Y Velocity[A/fs],   0.000828,  -0.001128,   0.006923,   0.023267, 
Z Velocity[A/fs],  -0.009926,   0.018262,   0.020616,   0.002669,  
Speed[A/fs],   0.199569,   0.185412,   0.831657,   0.839083,  
 
r_seed=184,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.008000,  38.188000,   7.839000,   7.733000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196055,   0.185610,  -0.833334,   0.842889,  
Y Velocity[A/fs],   0.005664,  -0.008644,   0.017757,   0.048657, 
Z Velocity[A/fs],  -0.007704,   0.009075,  -0.011576,   0.003325,  
Speed[A/fs],   0.196288,   0.186033,   0.833604,   0.844299,  
 
r_seed=185,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.895000,  38.150000,   7.811000,   7.727000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197266,   0.186368,  -0.831105,   0.839515,  
Y Velocity[A/fs],  -0.001660,   0.011966,   0.008559,  -0.029185, 
Z Velocity[A/fs],   0.001905,   0.011761,   0.000559,  -0.047927,  
Speed[A/fs],   0.197282,   0.187122,   0.831149,   0.841388,  
 
r_seed=186,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.661000,  37.424000,   7.923000,   7.666000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193257,   0.189825,  -0.828591,   0.843611,  
Y Velocity[A/fs],   0.005844,   0.004093,   0.027163,   0.009764, 
Z Velocity[A/fs],  -0.008902,   0.010277,   0.039239,  -0.021009,  
Speed[A/fs],   0.193550,   0.190147,   0.829964,   0.843929,  
 
r_seed=187,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.219000,  37.989000,   7.887000,   7.753000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195405,   0.186907,  -0.831463,   0.844191,  
Y Velocity[A/fs],   0.011194,   0.004584,  -0.014371,  -0.008664, 
Z Velocity[A/fs],   0.008578,  -0.004378,  -0.016239,   0.004263,  
Speed[A/fs],   0.195913,   0.187015,   0.831745,   0.844247,  
 
r_seed=188,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.138000,  37.912000,   7.885000,   7.711000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196128,   0.187621,  -0.828654,   0.841514,  
Y Velocity[A/fs],   0.001329,  -0.005790,  -0.063321,   0.019023, 
Z Velocity[A/fs],   0.002206,   0.003712,   0.030932,  -0.018373,  
Speed[A/fs],   0.196145,   0.187747,   0.831645,   0.841929,  
 
r_seed=189,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.169000,  37.863000,   7.795000,   7.660000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194975,   0.186852,  -0.832243,   0.844004,  
Y Velocity[A/fs],  -0.007006,   0.010711,  -0.011927,  -0.031448, 
Z Velocity[A/fs],  -0.005499,   0.007915,  -0.016890,   0.012953,  
Speed[A/fs],   0.195178,   0.187326,   0.832499,   0.844689,  
 
r_seed=190,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.657000,  38.538000,   7.894000,   7.763000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198855,   0.185083,  -0.832992,   0.838573,  
Y Velocity[A/fs],  -0.005213,   0.004661,  -0.020271,   0.004990, 
Z Velocity[A/fs],   0.004924,   0.001825,   0.007911,  -0.021586,  
Speed[A/fs],   0.198984,   0.185151,   0.833276,   0.838865,  
 
r_seed=191,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.335000,  37.700000,   7.825000,   7.714000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194889,   0.188237,  -0.828657,   0.843482,  
Y Velocity[A/fs],   0.005138,  -0.009979,  -0.026049,  -0.038700, 
Z Velocity[A/fs],   0.003005,   0.005549,  -0.030507,   0.034134,  
Speed[A/fs],   0.194979,   0.188583,   0.829628,   0.845059,  
 
r_seed=192,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.576000,  37.590000,   7.873000,   7.666000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192968,   0.188258,  -0.831300,   0.845799,  
Y Velocity[A/fs],   0.004744,  -0.008005,  -0.018475,   0.001568, 
Z Velocity[A/fs],  -0.010123,   0.015236,  -0.008564,   0.006150,  
Speed[A/fs],   0.193291,   0.189043,   0.831550,   0.845822,  
 
r_seed=193,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.008000,  38.084000,   7.804000,   7.789000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196809,   0.186570,  -0.829850,   0.842528,  
Y Velocity[A/fs],   0.002504,   0.002820,  -0.002787,   0.019278, 
Z Velocity[A/fs],   0.001544,   0.005768,   0.041985,  -0.053544,  
Speed[A/fs],   0.196831,   0.186681,   0.830916,   0.844448,  
 
r_seed=194,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.167000,  37.975000,   7.834000,   7.707000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195093,   0.186412,  -0.832616,   0.844935,  
Y Velocity[A/fs],   0.013087,  -0.004994,  -0.000858,  -0.003663, 
Z Velocity[A/fs],   0.000362,   0.005734,  -0.023060,   0.021257,  
Speed[A/fs],   0.195532,   0.186567,   0.832936,   0.845210,  
 
r_seed=195,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.924000,  38.168000,   7.809000,   7.699000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196971,   0.186195,  -0.831049,   0.839376,  
Y Velocity[A/fs],   0.010291,  -0.015945,   0.012449,   0.058203, 
Z Velocity[A/fs],  -0.008305,   0.006431,   0.017837,  -0.001336,  
Speed[A/fs],   0.197415,   0.186987,   0.831333,   0.841393,  
 
r_seed=196,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.726000,  37.399000,   7.906000,   7.726000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192955,   0.189770,  -0.827829,   0.845579,  
Y Velocity[A/fs],   0.010863,   0.000636,   0.031424,  -0.010992, 
Z Velocity[A/fs],   0.004332,   0.006705,  -0.037317,  -0.028052,  
Speed[A/fs],   0.193309,   0.189890,   0.829265,   0.846115,  
 
r_seed=197,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.385000,  38.780000,   7.777000,   7.758000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.200071,   0.183606,  -0.832601,   0.838269,  
Y Velocity[A/fs],  -0.016553,   0.007168,   0.021081,   0.020450, 
Z Velocity[A/fs],  -0.000087,   0.003064,  -0.000527,  -0.013997,  
Speed[A/fs],   0.200755,   0.183771,   0.832868,   0.838636,  
 
r_seed=198,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.200000,  37.921000,   7.874000,   7.703000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195508,   0.187309,  -0.829802,   0.841685,  
Y Velocity[A/fs],  -0.006799,   0.000177,   0.046875,  -0.042043, 
Z Velocity[A/fs],  -0.012580,   0.010999,   0.025824,  -0.022332,  
Speed[A/fs],   0.196030,   0.187632,   0.831526,   0.843030,  
 
r_seed=199,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.656000,  38.519000,   7.873000,   7.725000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198334,   0.184712,  -0.834039,   0.839568,  
Y Velocity[A/fs],   0.004009,   0.001485,  -0.026276,  -0.023958, 
Z Velocity[A/fs],   0.003648,  -0.004441,   0.017278,  -0.013517,  
Speed[A/fs],   0.198408,   0.184771,   0.834632,   0.840019,  
 
r_seed=200,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.151000,  38.011000,   7.892000,   7.764000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195989,   0.187006,  -0.829552,   0.842948,  
Y Velocity[A/fs],  -0.000230,   0.004673,  -0.060254,  -0.035153, 
Z Velocity[A/fs],  -0.002943,   0.003276,   0.024159,   0.013962,  
Speed[A/fs],   0.196011,   0.187093,   0.832088,   0.843796,  
 
