C2H2_14r176, C[0], C[1], H[2], H[3], 
Speed[A/fs],0.153268,0.161844,0.678527,0.666001,
,,,,,
C2H2_14r40, C[0], C[1], H[2], H[3], 
Densities, 1.847198694135077, 1.775787889615347, 0.0006985075565601168, 0.0001051602928558533, 
Time[fs], 60.500000, 62.000000, 26.500000, 26.500000, 
Density Sum, 3.623790251599841,,,,
X Velocity[A/fs],-0.164606,0.159920,-0.677889,0.672566,
Y Velocity[A/fs],0.012711,-0.003520,-0.084975,0.037647,
Z Velocity[A/fs],0.002084,-0.001246,-0.043497,0.055941,
Speed[A/fs],0.165109,0.159964,0.684577,0.675938,
,,,,,
C2H2_14r10, C[0], C[1], H[2], H[3], 
Densities, 2.243578246387386, 1.439799395628042, 0.0009247558922516056, 4.273539564115074e-05, 
Time[fs], 64.500000, 64.000000, 26.500000, 26.500000, 
Density Sum, 3.684345133303321,,,,
X Velocity[A/fs],-0.152420,0.155591,-0.670663,0.668577,
Y Velocity[A/fs],-0.001176,-0.000845,0.033064,0.038385,
Z Velocity[A/fs],0.009655,0.001525,0.050958,-0.049071,
Speed[A/fs],0.152730,0.155600,0.673408,0.671473,
,,,,,
C2H2_14r54, C[0], C[1], H[2], H[3], 
Densities, 2.276984678902719, 1.418981742642035, 0.0007418612126206903, 3.394312731122104e-05, 
Time[fs], 64.500000, 64.500000, 26.500000, 26.500000, 
Density Sum, 3.696742225884686,,,,
X Velocity[A/fs],-0.153858,0.153568,-0.673134,0.665551,
Y Velocity[A/fs],0.002635,0.002975,-0.045841,-0.020297,
Z Velocity[A/fs],0.004372,0.004501,-0.018866,-0.011216,
Speed[A/fs],0.153943,0.153663,0.674957,0.665955,
,,,,,
C2H2_14r118, C[0], C[1], H[2], H[3], 
Densities, 2.304758339621938, 1.351557455440152, 0.0008410605395965884, 7.944497403905291e-05, 
Time[fs], 63.000000, 64.000000, 26.500000, 26.500000, 
Density Sum, 3.657236300575726,,,,
X Velocity[A/fs],-0.156267,0.154817,-0.672337,0.668756,
Y Velocity[A/fs],-0.003727,0.008324,-0.053590,0.065030,
Z Velocity[A/fs],0.007870,0.000841,0.068549,0.001958,
Speed[A/fs],0.156510,0.155043,0.677944,0.671913,
,,,,,
C2H2_14r19, C[0], C[1], H[2], H[3], 
Densities, 1.954368991928711, 1.709561816544461, 0.000451811929767634, 0.000101388737196332, 
Time[fs], 63.500000, 61.500000, 27.000000, 26.500000, 
Density Sum, 3.664484009140137,,,,
X Velocity[A/fs],-0.156207,0.163391,-0.650052,0.653802,
Y Velocity[A/fs],0.009188,-0.007845,-0.076013,0.099121,
Z Velocity[A/fs],-0.004719,0.003144,0.075926,-0.075787,
Speed[A/fs],0.156548,0.163609,0.658870,0.665602,
,,,,,
C2H2_14r86, C[0], C[1], H[2], H[3], 
Densities, 2.23785579935912, 1.507652302402707, 0.0005062457450542093, 5.395561912803516e-05, 
Time[fs], 63.500000, 67.000000, 26.500000, 26.500000, 
Density Sum, 3.74606830312601,,,,
X Velocity[A/fs],-0.155859,0.145453,-0.671319,0.658451,
Y Velocity[A/fs],0.000058,-0.007995,0.012179,0.058786,
Z Velocity[A/fs],-0.003709,-0.001231,0.054650,0.018705,
Speed[A/fs],0.155904,0.145678,0.673650,0.661335,
,,,,,
C2H2_14r108, C[0], C[1], H[2], H[3], 
Densities, 2.253045279407966, 1.474857654590596, 0.001045001278558719, 0.0001013976460807347, 
Time[fs], 64.500000, 65.000000, 26.500000, 26.500000, 
Density Sum, 3.729049332923201,,,,
X Velocity[A/fs],-0.152840,0.151269,-0.669887,0.664332,
Y Velocity[A/fs],0.000850,-0.002445,-0.055609,0.040038,
Z Velocity[A/fs],-0.000875,-0.003833,0.032478,0.043091,
Speed[A/fs],0.152845,0.151337,0.672975,0.666931,
,,,,,
C2H2_14r79, C[0], C[1], H[2], H[3], 
Densities, 1.612277416506207, 2.062666446818836, 0.001144390464140504, 8.971494634795744e-05, 
Time[fs], 65.500000, 62.000000, 26.500000, 26.500000, 
Density Sum, 3.676177968735531,,,,
X Velocity[A/fs],-0.151441,0.161425,-0.664242,0.660171,
Y Velocity[A/fs],-0.000020,-0.003957,-0.040264,0.059333,
Z Velocity[A/fs],0.001762,-0.005724,0.057954,-0.082376,
Speed[A/fs],0.151451,0.161575,0.667980,0.667931,
,,,,,
C2H2_14r162, C[0], C[1], H[2], H[3], 
Densities, 2.293030347347163, 1.446379811122883, 0.0003631171779265313, 4.038203488263426e-05, 
Time[fs], 64.000000, 64.500000, 26.500000, 26.500000, 
Density Sum, 3.739813657682856,,,,
X Velocity[A/fs],-0.153842,0.153034,-0.667595,0.660199,
Y Velocity[A/fs],0.004018,0.000675,-0.048648,-0.004564,
Z Velocity[A/fs],0.002152,-0.000963,0.036461,-0.057518,
Speed[A/fs],0.153909,0.153038,0.670357,0.662716,
,,,,,
C2H2_14r57, C[0], C[1], H[2], H[3], 
Densities, 2.03907857843595, 1.671008418982617, 0.00126101586450546, 7.739346059832056e-05, 
Time[fs], 63.500000, 64.000000, 26.500000, 26.500000, 
Density Sum, 3.711425406743671,,,,
X Velocity[A/fs],-0.156182,0.157124,-0.669894,0.657041,
Y Velocity[A/fs],-0.004792,0.001876,-0.005628,0.047501,
Z Velocity[A/fs],-0.002828,-0.000226,0.026499,0.013201,
Speed[A/fs],0.156282,0.157135,0.670442,0.658888,
,,,,,
C2H2_14r95, C[0], C[1], H[2], H[3], 
Densities, 2.095802725946288, 1.606184150364257, 0.0006598019216399151, 3.367490930504461e-05, 
Time[fs], 62.500000, 65.000000, 26.500000, 26.500000, 
Density Sum, 3.70268035314149,,,,
X Velocity[A/fs],-0.160845,0.151380,-0.674168,0.654828,
Y Velocity[A/fs],-0.000050,0.007219,-0.021598,-0.056866,
Z Velocity[A/fs],-0.001084,-0.000941,0.034112,0.016696,
Speed[A/fs],0.160848,0.151555,0.675376,0.657505,
,,,,,
C2H2_14r11, C[0], C[1], H[2], H[3], 
Densities, 2.13025598563268, 1.576529294305372, 0.0008993122008946675, 7.747595294102546e-05, 
Time[fs], 63.500000, 64.500000, 26.500000, 26.500000, 
Density Sum, 3.707762068091888,,,,
X Velocity[A/fs],-0.156148,0.154192,-0.666746,0.661880,
Y Velocity[A/fs],0.009125,-0.015374,-0.081687,0.088185,
Z Velocity[A/fs],-0.004604,-0.006058,-0.053341,-0.010468,
Speed[A/fs],0.156482,0.155075,0.673845,0.667811,
,,,,,
C2H2_14r100, C[0], C[1], H[2], H[3], 
Densities, 1.049863393111519, 2.608779688039515, 0.0007360640146940394, 4.198905053653391e-05, 
Time[fs], 64.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.659421134216265,,,,
X Velocity[A/fs],-0.153685,0.152962,-0.670765,0.655554,
Y Velocity[A/fs],0.006893,-0.001914,-0.075761,0.081138,
Z Velocity[A/fs],-0.007979,-0.000170,0.028317,0.045688,
Speed[A/fs],0.154047,0.152974,0.675624,0.662134,
,,,,,
C2H2_14r4, C[0], C[1], H[2], H[3], 
Densities, 2.057884925650655, 1.563325932387808, 0.001197180026911026, 6.654882130272235e-05, 
Time[fs], 63.000000, 61.000000, 26.500000, 26.500000, 
Density Sum, 3.622474586886677,,,,
X Velocity[A/fs],-0.156019,0.164312,-0.674142,0.675902,
Y Velocity[A/fs],0.001958,-0.010183,-0.006619,0.072840,
Z Velocity[A/fs],0.006540,-0.004777,0.063997,-0.034231,
Speed[A/fs],0.156168,0.164697,0.677205,0.680677,
,,,,,
C2H2_14r132, C[0], C[1], H[2], H[3], 
Densities, 2.115152203011822, 1.529394851212894, 0.001052196301290539, 7.864456824136525e-05, 
Time[fs], 64.500000, 62.500000, 26.500000, 26.500000, 
Density Sum, 3.645677895094247,,,,
X Velocity[A/fs],-0.154234,0.160326,-0.674652,0.667759,
Y Velocity[A/fs],-0.000312,0.001833,0.048997,-0.041642,
Z Velocity[A/fs],-0.002105,0.007397,-0.018786,-0.059735,
Speed[A/fs],0.154248,0.160507,0.676689,0.671717,
,,,,,
C2H2_14r145, C[0], C[1], H[2], H[3], 
Densities, 1.469896858259887, 2.168708030148243, 0.0006897857487624903, 9.415470220774512e-05, 
Time[fs], 60.500000, 65.000000, 26.500000, 26.500000, 
Density Sum, 3.6393888288591,,,,
X Velocity[A/fs],-0.166172,0.151027,-0.670880,0.661808,
Y Velocity[A/fs],0.002557,0.002707,-0.106944,0.076813,
Z Velocity[A/fs],0.004761,0.003966,-0.062910,-0.029428,
Speed[A/fs],0.166260,0.151103,0.682257,0.666901,
,,,,,
C2H2_14r120, C[0], C[1], H[2], H[3], 
Densities, 1.975093433915183, 1.707987303904796, 0.0005172664152227456, 8.481321104092469e-05, 
Time[fs], 64.000000, 63.000000, 27.000000, 26.500000, 
Density Sum, 3.683682817446242,,,,
X Velocity[A/fs],-0.155830,0.158813,-0.655151,0.659605,
Y Velocity[A/fs],0.006081,0.001787,-0.043090,0.046176,
Z Velocity[A/fs],-0.000106,0.000541,0.056822,-0.062422,
Speed[A/fs],0.155948,0.158824,0.659021,0.664159,
,,,,,
C2H2_14r68, C[0], C[1], H[2], H[3], 
Densities, 2.284584271123725, 1.373109540467869, 0.001116522222055797, 6.406424575178081e-05, 
Time[fs], 64.500000, 62.500000, 26.500000, 26.500000, 
Density Sum, 3.658874398059402,,,,
X Velocity[A/fs],-0.152513,0.159334,-0.669950,0.663960,
Y Velocity[A/fs],0.011571,-0.000386,0.064123,-0.009175,
Z Velocity[A/fs],0.003063,0.001912,0.029157,-0.053100,
Speed[A/fs],0.152982,0.159346,0.673643,0.666143,
,,,,,
C2H2_14r89, C[0], C[1], H[2], H[3], 
Densities, 1.979858924093686, 1.690703547920374, 0.00121243231859471, 7.263061134369787e-05, 
Time[fs], 63.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.671847534943999,,,,
X Velocity[A/fs],-0.158197,0.156478,-0.674201,0.660097,
Y Velocity[A/fs],-0.010907,0.000217,-0.006001,0.047795,
Z Velocity[A/fs],-0.010042,0.001739,0.061562,-0.019184,
Speed[A/fs],0.158890,0.156488,0.677033,0.662103,
,,,,,
C2H2_14r137, C[0], C[1], H[2], H[3], 
Densities, 1.949118229093404, 1.770799158292952, 0.0007573967667461831, 7.949612971353485e-05, 
Time[fs], 64.500000, 64.500000, 26.500000, 26.500000, 
Density Sum, 3.720754280282816,,,,
X Velocity[A/fs],-0.154483,0.153883,-0.666198,0.654385,
Y Velocity[A/fs],-0.004163,0.001578,-0.052516,0.081522,
Z Velocity[A/fs],0.004650,0.003668,-0.027533,-0.031608,
Speed[A/fs],0.154609,0.153934,0.668832,0.660200,
,,,,,
C2H2_14r70, C[0], C[1], H[2], H[3], 
Densities, 2.157387046989025, 1.484357327168957, 0.0007935882156345337, 6.497796033752262e-05, 
Time[fs], 62.000000, 64.000000, 26.500000, 26.500000, 
Density Sum, 3.642602940333954,,,,
X Velocity[A/fs],-0.160424,0.154455,-0.675353,0.662779,
Y Velocity[A/fs],0.005097,0.003250,0.065179,0.011366,
Z Velocity[A/fs],-0.006058,0.004491,0.064789,-0.070334,
Speed[A/fs],0.160619,0.154555,0.681577,0.666597,
,,,,,
C2H2_14r93, C[0], C[1], H[2], H[3], 
Densities, 2.303565386106605, 1.370390600326812, 0.001334067806940551, 7.122391612185468e-05, 
Time[fs], 64.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.675361278156479,,,,
X Velocity[A/fs],-0.154750,0.157252,-0.673172,0.661924,
Y Velocity[A/fs],-0.003061,0.001567,0.055545,0.001393,
Z Velocity[A/fs],-0.000802,-0.004966,0.007704,0.042924,
Speed[A/fs],0.154782,0.157338,0.675504,0.663316,
,,,,,
C2H2_14r50, C[0], C[1], H[2], H[3], 
Densities, 1.852214111728811, 1.790887904108446, 0.0007548042741500952, 0.0001111062653365582, 
Time[fs], 62.500000, 62.000000, 26.500000, 26.500000, 
Density Sum, 3.643967926376743,,,,
X Velocity[A/fs],-0.159291,0.161924,-0.667658,0.670517,
Y Velocity[A/fs],0.002192,0.010408,-0.094385,0.086942,
Z Velocity[A/fs],0.001190,-0.003806,-0.044250,-0.029686,
Speed[A/fs],0.159310,0.162302,0.675747,0.676781,
,,,,,
C2H2_14r106, C[0], C[1], H[2], H[3], 
Densities, 2.335565182448983, 1.31980048921256, 0.001009447804832973, 6.11433370124121e-05, 
Time[fs], 64.500000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.656436262803389,,,,
X Velocity[A/fs],-0.152479,0.158220,-0.672993,0.659360,
Y Velocity[A/fs],0.006263,-0.009891,-0.067342,0.053171,
Z Velocity[A/fs],0.000549,-0.001031,-0.020361,0.053030,
Speed[A/fs],0.152609,0.158532,0.676660,0.663622,
,,,,,
C2H2_14r92, C[0], C[1], H[2], H[3], 
Densities, 1.803709439300865, 1.862219825308832, 0.0008903117566612478, 7.182514473560528e-05, 
Time[fs], 62.500000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.666891401511094,,,,
X Velocity[A/fs],-0.159827,0.158613,-0.671426,0.657897,
Y Velocity[A/fs],-0.003264,0.002793,0.090813,-0.080802,
Z Velocity[A/fs],-0.001442,0.000795,0.046235,0.027732,
Speed[A/fs],0.159867,0.158639,0.679115,0.663420,
,,,,,
C2H2_14r155, C[0], C[1], H[2], H[3], 
Densities, 1.974037469035795, 1.665364434540388, 0.0007482187441536446, 7.444694403260571e-05, 
Time[fs], 64.000000, 61.500000, 26.500000, 26.500000, 
Density Sum, 3.640224569264369,,,,
X Velocity[A/fs],-0.154903,0.163662,-0.670145,0.664050,
Y Velocity[A/fs],-0.005576,0.012042,0.075417,-0.100350,
Z Velocity[A/fs],0.001390,-0.004721,-0.018109,0.081672,
Speed[A/fs],0.155010,0.164172,0.674619,0.676537,
,,,,,
C2H2_14r51, C[0], C[1], H[2], H[3], 
Densities, 1.990576469088193, 1.84021965250034, 0.0004775392470650054, 9.325262107704779e-05, 
Time[fs], 65.000000, 67.000000, 26.500000, 26.500000, 
Density Sum, 3.831366913456675,,,,
X Velocity[A/fs],-0.149878,0.147042,-0.663020,0.655705,
Y Velocity[A/fs],0.004695,-0.003178,0.043677,-0.056099,
Z Velocity[A/fs],0.006847,-0.004499,-0.036088,0.016627,
Speed[A/fs],0.150107,0.147145,0.665436,0.658310,
,,,,,
C2H2_14r22, C[0], C[1], H[2], H[3], 
Densities, 1.608562745412773, 2.030185896730478, 0.000959872630983678, 9.258324191357308e-05, 
Time[fs], 63.500000, 61.500000, 26.500000, 26.500000, 
Density Sum, 3.639801098016148,,,,
X Velocity[A/fs],-0.157301,0.163056,-0.673508,0.676603,
Y Velocity[A/fs],-0.000936,-0.000335,-0.053765,0.010103,
Z Velocity[A/fs],-0.001930,-0.002963,-0.036423,0.060726,
Speed[A/fs],0.157315,0.163084,0.676631,0.679398,
,,,,,
C2H2_14r147, C[0], C[1], H[2], H[3], 
Densities, 2.215596902308739, 1.436562756907886, 0.0008180627798288412, 8.078497269526253e-05, 
Time[fs], 63.000000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.653058506969149,,,,
X Velocity[A/fs],-0.157097,0.157694,-0.670351,0.663688,
Y Velocity[A/fs],0.006771,-0.006011,-0.090116,0.088351,
Z Velocity[A/fs],0.005766,0.007162,-0.029683,-0.049222,
Speed[A/fs],0.157349,0.157971,0.677033,0.671350,
,,,,,
C2H2_14r112, C[0], C[1], H[2], H[3], 
Densities, 2.000777231352988, 1.660551972294535, 0.001047319454236009, 6.329442329682569e-05, 
Time[fs], 63.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.662439817525056,,,,
X Velocity[A/fs],-0.158848,0.156545,-0.677129,0.660457,
Y Velocity[A/fs],-0.002814,0.001866,-0.048893,0.051070,
Z Velocity[A/fs],0.003946,0.003861,0.025319,0.042616,
Speed[A/fs],0.158922,0.156604,0.679364,0.663798,
,,,,,
C2H2_14r141, C[0], C[1], H[2], H[3], 
Densities, 1.739916786188169, 1.859569415081745, 0.001195339603087515, 7.970103670657624e-05, 
Time[fs], 62.000000, 60.500000, 26.500000, 26.500000, 
Density Sum, 3.600761241909708,,,,
X Velocity[A/fs],-0.161637,0.164979,-0.667657,0.673038,
Y Velocity[A/fs],0.009373,-0.009550,-0.080684,0.090613,
Z Velocity[A/fs],0.013036,0.000210,-0.078238,0.034211,
Speed[A/fs],0.162433,0.165256,0.677051,0.679971,
,,,,,
C2H2_14r146, C[0], C[1], H[2], H[3], 
Densities, 2.032860572320217, 1.617303353154753, 0.0007965989142086605, 7.676290508426981e-05, 
Time[fs], 62.500000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.651037287294263,,,,
X Velocity[A/fs],-0.160259,0.158260,-0.674032,0.659723,
Y Velocity[A/fs],-0.000046,-0.003678,-0.075971,0.074075,
Z Velocity[A/fs],-0.003479,0.001872,0.066466,-0.019953,
Speed[A/fs],0.160296,0.158313,0.681548,0.664169,
,,,,,
C2H2_14r129, C[0], C[1], H[2], H[3], 
Densities, 1.790497508456315, 1.88107654651566, 0.001041751982346073, 4.238980758632991e-05, 
Time[fs], 63.500000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.672658196761907,,,,
X Velocity[A/fs],-0.157307,0.156030,-0.672708,0.664305,
Y Velocity[A/fs],0.001087,0.012989,-0.034296,0.031623,
Z Velocity[A/fs],0.003384,0.004028,-0.045987,-0.029758,
Speed[A/fs],0.157347,0.156621,0.675150,0.665723,
,,,,,
C2H2_14r160, C[0], C[1], H[2], H[3], 
Densities, 2.035321760157444, 1.675911528430247, 0.0008145614734318803, 0.0001517595433411711, 
Time[fs], 65.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.712199609604464,,,,
X Velocity[A/fs],-0.153572,0.156823,-0.658177,0.658897,
Y Velocity[A/fs],0.003680,-0.004929,-0.058008,0.071967,
Z Velocity[A/fs],0.006686,-0.004319,-0.082952,0.074481,
Speed[A/fs],0.153761,0.156960,0.665915,0.666987,
,,,,,
C2H2_14r80, C[0], C[1], H[2], H[3], 
Densities, 2.263042210479141, 1.375545298553015, 0.0006430617243403067, 4.458747396102926e-05, 
Time[fs], 63.000000, 64.000000, 26.500000, 26.500000, 
Density Sum, 3.639275158230457,,,,
X Velocity[A/fs],-0.157558,0.155863,-0.675387,0.665644,
Y Velocity[A/fs],0.004768,0.001118,-0.056555,0.056557,
Z Velocity[A/fs],-0.002067,0.001407,-0.050043,-0.029967,
Speed[A/fs],0.157644,0.155873,0.679596,0.668714,
,,,,,
C2H2_14r192, C[0], C[1], H[2], H[3], 
Densities, 1.928000810284477, 1.676764089673739, 0.001566221804352548, 6.128111474777305e-05, 
Time[fs], 61.500000, 62.000000, 26.500000, 26.500000, 
Density Sum, 3.606392402877316,,,,
X Velocity[A/fs],-0.160668,0.160163,-0.679031,0.674313,
Y Velocity[A/fs],-0.001687,-0.000349,-0.038322,-0.050873,
Z Velocity[A/fs],0.001382,-0.002226,-0.059012,0.061392,
Speed[A/fs],0.160683,0.160179,0.682667,0.679011,
,,,,,
C2H2_14r59, C[0], C[1], H[2], H[3], 
Densities, 2.004702841772738, 1.776809421822515, 0.0007442961595333657, 0.000216665189120246, 
Time[fs], 65.000000, 65.500000, 26.500000, 27.000000, 
Density Sum, 3.782473224943907,,,,
X Velocity[A/fs],-0.152945,0.150384,-0.661519,0.684650,
Y Velocity[A/fs],0.002197,0.003924,0.060310,-0.044439,
Z Velocity[A/fs],0.000516,0.005809,-0.048124,0.076523,
Speed[A/fs],0.152962,0.150547,0.666004,0.690345,
,,,,,
C2H2_14r193, C[0], C[1], H[2], H[3], 
Densities, 1.797891471690515, 2.007778969808253, 0.0004146805523877765, 8.238604278487832e-05, 
Time[fs], 67.500000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.806167508093941,,,,
X Velocity[A/fs],-0.145037,0.156438,-0.658349,0.665834,
Y Velocity[A/fs],-0.001572,-0.000738,-0.048820,0.021337,
Z Velocity[A/fs],-0.001131,0.002398,-0.018528,-0.037954,
Speed[A/fs],0.145050,0.156458,0.660416,0.667256,
,,,,,
C2H2_14r169, C[0], C[1], H[2], H[3], 
Densities, 2.019409377769035, 1.61806136493093, 0.0009744799779549776, 5.510201157303533e-05, 
Time[fs], 64.000000, 60.500000, 26.500000, 26.500000, 
Density Sum, 3.638500324689493,,,,
X Velocity[A/fs],-0.154020,0.165427,-0.672201,0.677025,
Y Velocity[A/fs],0.002474,0.004349,-0.016260,-0.012345,
Z Velocity[A/fs],-0.004900,-0.000781,0.044356,-0.050321,
Speed[A/fs],0.154118,0.165486,0.673859,0.679005,
,,,,,
C2H2_14r157, C[0], C[1], H[2], H[3], 
Densities, 1.857167755907145, 1.865781304782785, 0.001274503962908711, 0.0001459236848452886, 
Time[fs], 63.500000, 65.500000, 26.500000, 27.000000, 
Density Sum, 3.724369488337684,,,,
X Velocity[A/fs],-0.157357,0.150934,-0.671988,0.690971,
Y Velocity[A/fs],-0.001493,-0.000545,0.016673,-0.043478,
Z Velocity[A/fs],-0.001303,0.002516,0.067060,-0.053199,
Speed[A/fs],0.157369,0.150956,0.675532,0.694379,
,,,,,
C2H2_14r94, C[0], C[1], H[2], H[3], 
Densities, 2.040737021717419, 1.632458220623886, 0.0008400592039163793, 5.983469419414905e-05, 
Time[fs], 63.000000, 64.000000, 26.500000, 26.500000, 
Density Sum, 3.674095136239415,,,,
X Velocity[A/fs],-0.158717,0.155410,-0.665249,0.660022,
Y Velocity[A/fs],-0.002310,-0.005205,0.053394,-0.039585,
Z Velocity[A/fs],-0.001708,0.007305,0.086150,-0.065154,
Speed[A/fs],0.158743,0.155668,0.672926,0.664410,
,,,,,
C2H2_14r7, C[0], C[1], H[2], H[3], 
Densities, 2.228771170308326, 1.468569318001519, 0.0005163729222125113, 4.090968733963506e-05, 
Time[fs], 66.000000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.697897770919397,,,,
X Velocity[A/fs],-0.149376,0.158678,-0.661728,0.670641,
Y Velocity[A/fs],-0.000848,0.000384,0.055937,0.029049,
Z Velocity[A/fs],0.002919,0.000013,0.066491,0.000132,
Speed[A/fs],0.149407,0.158679,0.667408,0.671270,
,,,,,
C2H2_14r151, C[0], C[1], H[2], H[3], 
Densities, 2.307534613342601, 1.438540442191507, 0.0005483165103883517, 6.527309301930783e-05, 
Time[fs], 63.500000, 67.500000, 26.500000, 26.500000, 
Density Sum, 3.746688645137516,,,,
X Velocity[A/fs],-0.155577,0.144001,-0.671076,0.656826,
Y Velocity[A/fs],-0.007968,-0.002310,0.060856,0.037282,
Z Velocity[A/fs],0.003279,0.001997,-0.027962,-0.048310,
Speed[A/fs],0.155815,0.144033,0.674410,0.659655,
,,,,,
C2H2_14r26, C[0], C[1], H[2], H[3], 
Densities, 1.731099573881053, 1.891474721960664, 0.001108206313566886, 6.709206951555599e-05, 
Time[fs], 61.500000, 62.500000, 26.500000, 26.500000, 
Density Sum, 3.6237495942248,,,,
X Velocity[A/fs],-0.161679,0.159338,-0.686781,0.672295,
Y Velocity[A/fs],0.001164,0.000867,0.011361,-0.044451,
Z Velocity[A/fs],0.000621,-0.000076,-0.051780,0.045476,
Speed[A/fs],0.161684,0.159341,0.688823,0.675296,
,,,,,
C2H2_14r105, C[0], C[1], H[2], H[3], 
Densities, 2.222122099590824, 1.436967582973164, 0.0009153660548656761, 6.643988673352583e-05, 
Time[fs], 63.000000, 64.000000, 26.500000, 26.500000, 
Density Sum, 3.660071488505587,,,,
X Velocity[A/fs],-0.157094,0.155738,-0.674468,0.665423,
Y Velocity[A/fs],-0.002044,-0.003324,0.017797,0.043160,
Z Velocity[A/fs],-0.003413,0.007694,0.077472,-0.068914,
Speed[A/fs],0.157145,0.155963,0.679136,0.670373,
,,,,,
C2H2_14r60, C[0], C[1], H[2], H[3], 
Densities, 1.64342043828319, 2.063925509166065, 0.0008130276392116604, 2.854567695049096e-05, 
Time[fs], 64.500000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.708187520765418,,,,
X Velocity[A/fs],-0.153452,0.156574,-0.666297,0.657505,
Y Velocity[A/fs],0.003325,0.003498,-0.032209,-0.034963,
Z Velocity[A/fs],0.002075,0.003288,-0.018137,-0.051745,
Speed[A/fs],0.153502,0.156648,0.667321,0.660464,
,,,,,
C2H2_14r36, C[0], C[1], H[2], H[3], 
Densities, 1.801795088434333, 1.847540516900984, 0.0009127380434795286, 7.383494438443401e-05, 
Time[fs], 65.000000, 61.000000, 26.500000, 26.500000, 
Density Sum, 3.650322178323182,,,,
X Velocity[A/fs],-0.152127,0.164901,-0.663776,0.669665,
Y Velocity[A/fs],-0.004540,-0.000384,-0.053112,0.028646,
Z Velocity[A/fs],-0.006243,-0.009199,-0.071111,0.082081,
Speed[A/fs],0.152323,0.165158,0.669683,0.675284,
,,,,,
C2H2_14r107, C[0], C[1], H[2], H[3], 
Densities, 2.12416977474869, 1.541554119034262, 0.0007424882327410848, 7.322130319186199e-05, 
Time[fs], 62.000000, 65.500000, 26.500000, 26.500000, 
Density Sum, 3.666539603318884,,,,
X Velocity[A/fs],-0.161137,0.151536,-0.672838,0.655803,
Y Velocity[A/fs],0.004968,-0.003748,-0.084039,0.074931,
Z Velocity[A/fs],0.001019,-0.004276,0.032396,0.039804,
Speed[A/fs],0.161217,0.151642,0.678840,0.661269,
,,,,,
C2H2_14r16, C[0], C[1], H[2], H[3], 
Densities, 2.372864957021807, 1.396264072836344, 0.0004451368114264755, 6.357917558265763e-05, 
Time[fs], 64.000000, 66.500000, 26.500000, 26.500000, 
Density Sum, 3.769637745845161,,,,
X Velocity[A/fs],-0.153932,0.147544,-0.665252,0.658505,
Y Velocity[A/fs],-0.000072,-0.002664,0.073748,-0.050358,
Z Velocity[A/fs],-0.000162,-0.004180,0.012901,-0.046215,
Speed[A/fs],0.153932,0.147627,0.669452,0.662043,
,,,,,
C2H2_14r197, C[0], C[1], H[2], H[3], 
Densities, 1.337144856169909, 2.307625822057814, 0.000669206731910724, 0.0001046829269353776, 
Time[fs], 61.500000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.645544567886568,,,,
X Velocity[A/fs],-0.163777,0.154965,-0.666079,0.660389,
Y Velocity[A/fs],0.009534,-0.003119,0.087726,-0.092745,
Z Velocity[A/fs],-0.005678,-0.004360,-0.089757,0.063175,
