C2H2_14r176, C[0], C[1], H[2], H[3], 
Speed[A/fs],0.164153,0.155057,0.677801,0.669856,
,,,,,
C2H2_14r42, C[0], C[1], H[2], H[3], 
Densities, 2.105342397739332, 1.553912512980089, 0.0007762402221881049, 9.571444947961618e-05, 
Time[fs], 63.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.660126865391089,,,,
X Velocity[A/fs],-0.158016,0.155833,-0.665934,0.664577,
Y Velocity[A/fs],0.006368,-0.008240,-0.065529,0.062544,
Z Velocity[A/fs],0.015968,-0.007193,-0.092989,0.070478,
Speed[A/fs],0.158948,0.156216,0.675580,0.671224,
,,,,,
C2H2_14r101, C[0], C[1], H[2], H[3], 
Densities, 1.699476678952682, 1.991404999250238, 0.001029400705563731, 4.927877802159173e-05, 
Time[fs], 64.000000, 65.500000, 26.500000, 26.500000, 
Density Sum, 3.691960357686505,,,,
X Velocity[A/fs],-0.155872,0.151314,-0.674026,0.661685,
Y Velocity[A/fs],-0.003819,-0.003728,0.039239,0.019422,
Z Velocity[A/fs],-0.000742,0.000630,0.040849,-0.002714,
Speed[A/fs],0.155921,0.151361,0.676402,0.661975,
,,,,,
C2H2_14r23, C[0], C[1], H[2], H[3], 
Densities, 2.201840695074797, 1.464073192540598, 0.0005000553088026919, 6.538214481334409e-05, 
Time[fs], 63.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.66647932506901,,,,
X Velocity[A/fs],-0.157031,0.156713,-0.659889,0.656369,
Y Velocity[A/fs],-0.001213,0.008801,0.102247,-0.102840,
Z Velocity[A/fs],-0.003301,0.004607,0.069263,-0.068163,
Speed[A/fs],0.157070,0.157027,0.671346,0.667864,
,,,,,
C2H2_14r144, C[0], C[1], H[2], H[3], 
Densities, 2.091025210143647, 1.61630906252612, 0.0006121508668972034, 5.736786369983196e-05, 
Time[fs], 62.500000, 65.500000, 26.500000, 26.500000, 
Density Sum, 3.708003791400363,,,,
X Velocity[A/fs],-0.159959,0.150142,-0.674578,0.664472,
Y Velocity[A/fs],-0.006908,-0.005142,-0.059484,-0.032010,
Z Velocity[A/fs],-0.005934,-0.004279,0.062328,-0.042732,
Speed[A/fs],0.160218,0.150291,0.680058,0.666614,
,,,,,
C2H2_14r182, C[0], C[1], H[2], H[3], 
Densities, 1.574392655354709, 2.097432630968322, 0.0008787816269161763, 8.640168934708723e-05, 
Time[fs], 64.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.672790469639295,,,,
X Velocity[A/fs],-0.155529,0.156538,-0.664299,0.652253,
Y Velocity[A/fs],0.002194,-0.004286,-0.078279,0.086419,
Z Velocity[A/fs],0.002257,0.006097,0.051873,-0.078937,
Speed[A/fs],0.155561,0.156715,0.670903,0.662671,
,,,,,
C2H2_14r165, C[0], C[1], H[2], H[3], 
Densities, 2.256478235494653, 1.489474467781641, 0.0005842592081186911, 8.007041582975821e-05, 
Time[fs], 67.000000, 62.500000, 26.500000, 26.500000, 
Density Sum, 3.746617032900242,,,,
X Velocity[A/fs],-0.145416,0.158681,-0.664358,0.674587,
Y Velocity[A/fs],-0.004070,-0.000474,0.037568,-0.040141,
Z Velocity[A/fs],0.006641,0.000944,0.043682,0.033561,
Speed[A/fs],0.145625,0.158685,0.666852,0.676613,
,,,,,
C2H2_14r181, C[0], C[1], H[2], H[3], 
Densities, 1.624797821118986, 2.063801014105161, 0.000571653057741941, 3.036114394235407e-05, 
Time[fs], 62.500000, 64.500000, 26.500000, 26.500000, 
Density Sum, 3.689200849425832,,,,
X Velocity[A/fs],-0.158958,0.154363,-0.665913,0.655441,
Y Velocity[A/fs],-0.001594,0.004294,0.061626,-0.045252,
Z Velocity[A/fs],0.004350,-0.004170,-0.081169,0.063749,
Speed[A/fs],0.159025,0.154479,0.673667,0.660087,
,,,,,
C2H2_14r78, C[0], C[1], H[2], H[3], 
Densities, 2.109442755885642, 1.571879676528532, 0.0004697017167056575, 0.0001262589073805012, 
Time[fs], 64.500000, 63.000000, 27.000000, 26.500000, 
Density Sum, 3.68191839303826,,,,
X Velocity[A/fs],-0.153249,0.158480,-0.648129,0.657563,
Y Velocity[A/fs],0.000677,-0.006134,-0.014166,0.070662,
Z Velocity[A/fs],-0.002215,0.000066,0.085173,-0.072770,
Speed[A/fs],0.153266,0.158599,0.653855,0.665340,
,,,,,
C2H2_14r150, C[0], C[1], H[2], H[3], 
Densities, 2.042049438497223, 1.633230912795848, 0.0006490516492951367, 6.986911303821233e-05, 
Time[fs], 62.000000, 65.000000, 26.500000, 26.500000, 
Density Sum, 3.675999272055404,,,,
X Velocity[A/fs],-0.161470,0.152473,-0.676513,0.669068,
Y Velocity[A/fs],0.001564,0.008144,0.034758,0.007735,
Z Velocity[A/fs],0.006706,-0.001512,0.075170,-0.027311,
Speed[A/fs],0.161617,0.152698,0.681563,0.669670,
,,,,,
C2H2_14r75, C[0], C[1], H[2], H[3], 
Densities, 1.754003200991845, 1.973617891761158, 0.0006342973803153811, 6.596862600101547e-05, 
Time[fs], 63.500000, 66.500000, 26.500000, 26.500000, 
Density Sum, 3.728321358759319,,,,
X Velocity[A/fs],-0.157818,0.146709,-0.668260,0.654913,
Y Velocity[A/fs],0.000841,0.004137,0.061741,-0.034381,
Z Velocity[A/fs],0.003235,-0.001825,-0.040249,-0.045863,
Speed[A/fs],0.157853,0.146779,0.672312,0.657416,
,,,,,
C2H2_14r163, C[0], C[1], H[2], H[3], 
Densities, 1.839595008405145, 1.84373418774529, 0.00108794691984203, 7.993876094853425e-05, 
Time[fs], 61.500000, 64.500000, 26.500000, 26.500000, 
Density Sum, 3.684497081831225,,,,
X Velocity[A/fs],-0.162842,0.153990,-0.680021,0.657916,
Y Velocity[A/fs],0.000393,-0.003991,0.037053,0.032853,
Z Velocity[A/fs],0.002102,-0.001508,0.017649,0.043517,
Speed[A/fs],0.162856,0.154049,0.681258,0.660172,
,,,,,
C2H2_14r88, C[0], C[1], H[2], H[3], 
Densities, 1.842189583620117, 1.828673159497425, 0.001344515763780857, 8.109086881672593e-05, 
Time[fs], 64.500000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.672288349750139,,,,
X Velocity[A/fs],-0.154535,0.158348,-0.674474,0.664056,
Y Velocity[A/fs],-0.000608,-0.005082,-0.028554,-0.056503,
Z Velocity[A/fs],0.005702,-0.003615,-0.007643,-0.010078,
Speed[A/fs],0.154641,0.158471,0.675122,0.666532,
,,,,,
C2H2_14r168, C[0], C[1], H[2], H[3], 
Densities, 1.868483614811571, 1.776529813041703, 0.000622672588059051, 4.070293162333389e-05, 
Time[fs], 63.500000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.645676803372956,,,,
X Velocity[A/fs],-0.155759,0.158048,-0.675910,0.666759,
Y Velocity[A/fs],-0.003943,-0.004665,-0.032235,-0.039424,
Z Velocity[A/fs],0.000287,0.001400,0.023912,0.055361,
Speed[A/fs],0.155809,0.158123,0.677101,0.670214,
,,,,,
C2H2_14r98, C[0], C[1], H[2], H[3], 
Densities, 1.673686818822152, 2.090589980042605, 0.0009563515967489482, 0.0003554645587125233, 
Time[fs], 65.000000, 65.000000, 26.500000, 27.000000, 
Density Sum, 3.765588615020218,,,,
X Velocity[A/fs],-0.152881,0.152128,-0.664913,0.687699,
Y Velocity[A/fs],0.000245,-0.002960,0.005684,-0.041135,
Z Velocity[A/fs],0.000028,0.008810,0.024094,0.055337,
Speed[A/fs],0.152882,0.152412,0.665373,0.691147,
,,,,,
C2H2_14r149, C[0], C[1], H[2], H[3], 
Densities, 1.673822339860673, 1.974819278735273, 0.0005139348199852695, 9.419961390216497e-05, 
Time[fs], 61.500000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.649249753029833,,,,
X Velocity[A/fs],-0.163470,0.157876,-0.666149,0.655688,
Y Velocity[A/fs],0.003373,0.002995,0.101269,-0.089098,
Z Velocity[A/fs],-0.002644,-0.005999,-0.098386,0.080015,
Speed[A/fs],0.163527,0.158019,0.680948,0.666534,
,,,,,
C2H2_14r72, C[0], C[1], H[2], H[3], 
Densities, 2.036708119969725, 1.696036504749461, 0.0005843950935319596, 4.747426694554306e-05, 
Time[fs], 65.000000, 64.500000, 26.500000, 26.500000, 
Density Sum, 3.733376494079664,,,,
X Velocity[A/fs],-0.151682,0.154293,-0.666095,0.665751,
Y Velocity[A/fs],-0.002389,0.002621,0.015335,0.051224,
Z Velocity[A/fs],-0.007166,-0.000732,-0.068288,0.063854,
Speed[A/fs],0.151870,0.154317,0.669762,0.670765,
,,,,,
C2H2_14r27, C[0], C[1], H[2], H[3], 
Densities, 1.872050996439922, 1.759495838326948, 0.0007699802276292755, 7.154013159085575e-05, 
Time[fs], 63.000000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.63238835512609,,,,
X Velocity[A/fs],-0.157332,0.159189,-0.667294,0.669942,
Y Velocity[A/fs],-0.004615,-0.000999,0.068174,0.017751,
Z Velocity[A/fs],0.005419,0.000702,-0.090120,0.064705,
Speed[A/fs],0.157493,0.159193,0.676794,0.673293,
,,,,,
C2H2_14r178, C[0], C[1], H[2], H[3], 
Densities, 1.343502509360698, 2.333975172720261, 0.001002583567433922, 7.315397723222863e-05, 
Time[fs], 63.500000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.678553419625625,,,,
X Velocity[A/fs],-0.155675,0.154525,-0.670888,0.668290,
Y Velocity[A/fs],0.003052,-0.007567,-0.064601,-0.032814,
Z Velocity[A/fs],-0.000707,0.003562,-0.004321,0.061807,
Speed[A/fs],0.155707,0.154752,0.674005,0.671944,
,,,,,
C2H2_14r153, C[0], C[1], H[2], H[3], 
Densities, 2.213374846934286, 1.445784674916099, 0.001274899568198998, 7.676512326416663e-05, 
Time[fs], 66.000000, 61.500000, 26.500000, 26.500000, 
Density Sum, 3.660511186541848,,,,
X Velocity[A/fs],-0.148504,0.163060,-0.668401,0.665721,
Y Velocity[A/fs],-0.004294,-0.002724,0.037898,0.052038,
Z Velocity[A/fs],0.008377,0.001881,-0.027747,-0.053053,
Speed[A/fs],0.148802,0.163094,0.670050,0.669856,
,,,,,
C2H2_14r87, C[0], C[1], H[2], H[3], 
Densities, 2.217011683859524, 1.464708410545715, 0.000443344911843579, 7.941194850278481e-05, 
Time[fs], 63.500000, 63.000000, 27.000000, 26.500000, 
Density Sum, 3.682242851265586,,,,
X Velocity[A/fs],-0.155528,0.158292,-0.652333,0.654184,
Y Velocity[A/fs],0.005313,0.000945,-0.008826,0.044801,
Z Velocity[A/fs],-0.015135,-0.001261,0.083132,-0.076184,
Speed[A/fs],0.156353,0.158300,0.657668,0.660128,
,,,,,
C2H2_14r74, C[0], C[1], H[2], H[3], 
Densities, 1.934557820133433, 1.71842356288684, 0.001282163450608579, 0.0001122998901346542, 
Time[fs], 63.000000, 61.500000, 26.500000, 26.500000, 
Density Sum, 3.654375846361016,,,,
X Velocity[A/fs],-0.157477,0.162515,-0.679434,0.661602,
Y Velocity[A/fs],-0.001316,0.001907,0.033758,-0.063087,
Z Velocity[A/fs],0.001794,-0.003913,-0.048929,0.063745,
Speed[A/fs],0.157493,0.162573,0.682030,0.667653,
,,,,,
C2H2_14r175, C[0], C[1], H[2], H[3], 
Densities, 1.896488157709602, 1.794598272539196, 0.0007954560310869705, 3.3178241715402e-05, 
Time[fs], 64.500000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.691915064521601,,,,
X Velocity[A/fs],-0.155289,0.157480,-0.663570,0.660030,
Y Velocity[A/fs],-0.009902,-0.004546,0.070811,0.004449,
Z Velocity[A/fs],-0.000181,-0.003187,0.038905,-0.057669,
Speed[A/fs],0.155605,0.157578,0.668471,0.662560,
,,,,,
C2H2_14r96, C[0], C[1], H[2], H[3], 
Densities, 1.859616656871087, 1.827917682374972, 0.0006099179138230565, 3.891714887192589e-05, 
Time[fs], 64.500000, 64.000000, 26.500000, 26.500000, 
Density Sum, 3.688183174308754,,,,
X Velocity[A/fs],-0.153961,0.154377,-0.667600,0.667612,
Y Velocity[A/fs],0.000605,0.000020,-0.031810,-0.017739,
Z Velocity[A/fs],0.001442,-0.004264,0.072254,-0.065837,
Speed[A/fs],0.153969,0.154436,0.672252,0.671085,
,,,,,
C2H2_14r73, C[0], C[1], H[2], H[3], 
Densities, 1.878323038226907, 1.810031114588674, 0.0008010496339359983, 0.0001007592549394297, 
Time[fs], 62.000000, 64.500000, 26.500000, 27.000000, 
Density Sum, 3.689255961704457,,,,
X Velocity[A/fs],-0.162496,0.152727,-0.661886,0.689424,
Y Velocity[A/fs],-0.004688,0.007556,0.099011,-0.052327,
Z Velocity[A/fs],-0.002209,0.003528,0.072219,-0.058892,
Speed[A/fs],0.162578,0.152955,0.673136,0.693911,
,,,,,
C2H2_14r20, C[0], C[1], H[2], H[3], 
Densities, 2.134635655173961, 1.666295529217931, 0.0006708715167566358, 8.28549553583752e-05, 
Time[fs], 65.500000, 64.500000, 26.500000, 26.500000, 
Density Sum, 3.801684910864007,,,,
X Velocity[A/fs],-0.149527,0.153090,-0.663143,0.666046,
Y Velocity[A/fs],0.000824,0.002812,0.035123,-0.004217,
Z Velocity[A/fs],-0.007599,0.010555,-0.052312,-0.042406,
Speed[A/fs],0.149723,0.153479,0.666130,0.667408,
,,,,,
C2H2_14r184, C[0], C[1], H[2], H[3], 
Densities, 1.959734486180638, 1.837451863377161, 0.0002618446320490696, 0.0002635596711237939, 
Time[fs], 66.500000, 64.000000, 27.000000, 26.500000, 
Density Sum, 3.797711753860972,,,,
X Velocity[A/fs],-0.148560,0.155360,-0.639191,0.658609,
Y Velocity[A/fs],0.006960,-0.002622,0.043463,0.005057,
Z Velocity[A/fs],-0.006754,0.000103,-0.056210,0.020900,
Speed[A/fs],0.148877,0.155382,0.643128,0.658959,
,,,,,
C2H2_14r154, C[0], C[1], H[2], H[3], 
Densities, 1.99462601879202, 1.654604200320491, 0.0009479536800876224, 5.773163671018233e-05, 
Time[fs], 63.000000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.65023590442931,,,,
X Velocity[A/fs],-0.158749,0.158946,-0.678107,0.663670,
Y Velocity[A/fs],0.009479,0.001250,0.048163,0.026375,
Z Velocity[A/fs],-0.000262,0.000247,-0.009719,0.049587,
Speed[A/fs],0.159032,0.158951,0.679884,0.666043,
,,,,,
C2H2_14r31, C[0], C[1], H[2], H[3], 
Densities, 2.179077252243016, 1.447534568940394, 0.003655443440550498, 3.25937134901921e-05, 
Time[fs], 61.500000, 61.500000, 26.500000, 26.500000, 
Density Sum, 3.63029985833745,,,,
X Velocity[A/fs],-0.161168,0.162558,-0.668870,0.668340,
Y Velocity[A/fs],0.004468,0.006385,0.025061,0.055029,
Z Velocity[A/fs],0.002796,0.013871,0.090988,-0.093150,
Speed[A/fs],0.161254,0.163274,0.675495,0.677040,
,,,,,
C2H2_14r126, C[0], C[1], H[2], H[3], 
Densities, 1.606805386084544, 2.056918522982345, 0.0008349722738850686, 6.599717615721155e-05, 
Time[fs], 63.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.664624878516932,,,,
X Velocity[A/fs],-0.159202,0.156618,-0.667408,0.660240,
Y Velocity[A/fs],-0.003220,-0.005964,-0.029579,-0.032373,
Z Velocity[A/fs],-0.006346,-0.002385,-0.088000,0.078718,
Speed[A/fs],0.159361,0.156750,0.673835,0.665704,
,,,,,
C2H2_14r45, C[0], C[1], H[2], H[3], 
Densities, 1.524063378846035, 2.065963153663901, 0.0017960912641491, 3.626327322523495e-05, 
Time[fs], 61.500000, 61.500000, 26.500000, 26.500000, 
Density Sum, 3.591858887047311,,,,
X Velocity[A/fs],-0.162772,0.162523,-0.676617,0.674701,
Y Velocity[A/fs],0.002348,-0.000650,-0.068665,0.048418,
Z Velocity[A/fs],-0.002912,0.002461,-0.032781,-0.044622,
Speed[A/fs],0.162815,0.162543,0.680882,0.677906,
,,,,,
C2H2_14r53, C[0], C[1], H[2], H[3], 
Densities, 2.212340357103846, 1.450070726685986, 0.0006764238558180827, 7.643590010396629e-05, 
Time[fs], 63.500000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.663163943545754,,,,
X Velocity[A/fs],-0.155860,0.158128,-0.661801,0.654611,
Y Velocity[A/fs],-0.004926,0.001755,0.075453,-0.072395,
Z Velocity[A/fs],-0.003524,0.005429,0.095471,-0.094202,
Speed[A/fs],0.155977,0.158231,0.672896,0.665305,
,,,,,
C2H2_14r186, C[0], C[1], H[2], H[3], 
Densities, 1.907110955621012, 1.792297184255304, 0.00040177542531647, 5.138049791239017e-05, 
Time[fs], 65.500000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.699861295799545,,,,
X Velocity[A/fs],-0.151530,0.155221,-0.668975,0.668941,
Y Velocity[A/fs],-0.002460,-0.008044,-0.026572,0.046508,
Z Velocity[A/fs],0.005398,-0.000929,0.053490,-0.069655,
Speed[A/fs],0.151646,0.155432,0.671635,0.674164,
,,,,,
C2H2_14r13, C[0], C[1], H[2], H[3], 
Densities, 1.642507098693489, 2.115028709257336, 0.000479769467000872, 7.996707052070691e-05, 
Time[fs], 65.500000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.758095544488346,,,,
X Velocity[A/fs],-0.150307,0.156353,-0.664903,0.669566,
Y Velocity[A/fs],-0.001575,0.000783,0.040617,0.029267,
Z Velocity[A/fs],0.003288,0.002446,-0.044720,-0.045297,
Speed[A/fs],0.150351,0.156374,0.667642,0.671734,
,,,,,
C2H2_14r102, C[0], C[1], H[2], H[3], 
Densities, 2.315626440050466, 1.333040040861196, 0.0007104542106134502, 6.811042965733597e-05, 
Time[fs], 63.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.649445045551933,,,,
X Velocity[A/fs],-0.157002,0.155681,-0.672567,0.659306,
Y Velocity[A/fs],0.003351,-0.003816,-0.073343,0.069777,
Z Velocity[A/fs],0.000500,0.005118,0.077680,-0.064446,
Speed[A/fs],0.157038,0.155812,0.680999,0.666113,
,,,,,
C2H2_14r12, C[0], C[1], H[2], H[3], 
Densities, 1.995684097942442, 1.623965271229542, 0.0009032936352035613, 3.576645948585538e-05, 
Time[fs], 62.000000, 62.000000, 26.500000, 26.500000, 
Density Sum, 3.620588429266673,,,,
X Velocity[A/fs],-0.160759,0.160295,-0.672786,0.673152,
Y Velocity[A/fs],0.002593,0.000215,-0.042299,-0.036330,
Z Velocity[A/fs],-0.005390,0.006949,0.071191,-0.023601,
Speed[A/fs],0.160871,0.160445,0.677863,0.674545,
,,,,,
C2H2_14r28, C[0], C[1], H[2], H[3], 
Densities, 2.080545059783352, 1.597610979511541, 0.0004054094942160131, 4.226481544685887e-05, 
Time[fs], 63.000000, 64.500000, 26.500000, 26.500000, 
Density Sum, 3.678603713604556,,,,
X Velocity[A/fs],-0.157832,0.153550,-0.669647,0.667401,
Y Velocity[A/fs],0.007304,0.004835,0.052534,0.036295,
Z Velocity[A/fs],0.002820,0.006799,-0.075500,0.037857,
Speed[A/fs],0.158026,0.153776,0.675934,0.669459,
,,,,,
C2H2_14r159, C[0], C[1], H[2], H[3], 
Densities, 1.335047608573125, 2.332074989268726, 0.0009478813194130596, 0.0001261732283609665, 
Time[fs], 64.000000, 62.500000, 26.500000, 26.500000, 
Density Sum, 3.668196652389625,,,,
X Velocity[A/fs],-0.155272,0.158189,-0.670450,0.668666,
Y Velocity[A/fs],-0.002202,-0.002908,-0.070737,0.077845,
Z Velocity[A/fs],0.002908,0.002611,-0.035943,0.049272,
Speed[A/fs],0.155315,0.158237,0.675129,0.674983,
,,,,,
C2H2_14r140, C[0], C[1], H[2], H[3], 
Densities, 2.252696434511162, 1.555262256415504, 0.0005589842568850232, 0.0001019027388195739, 
Time[fs], 64.000000, 66.000000, 26.500000, 26.500000, 
Density Sum, 3.808619577922371,,,,
X Velocity[A/fs],-0.153211,0.148430,-0.658527,0.658508,
Y Velocity[A/fs],-0.002505,-0.002648,-0.049054,-0.023369,
Z Velocity[A/fs],-0.003447,0.000607,-0.066383,0.034657,
Speed[A/fs],0.153270,0.148455,0.663680,0.659834,
,,,,,
C2H2_14r196, C[0], C[1], H[2], H[3], 
Densities, 2.039928896100327, 1.644843149859559, 0.0008396428516126942, 9.163208867849964e-05, 
Time[fs], 64.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.685703320900178,,,,
X Velocity[A/fs],-0.154422,0.156503,-0.665679,0.659185,
Y Velocity[A/fs],-0.005878,0.005172,0.057255,-0.085840,
Z Velocity[A/fs],-0.002910,0.006331,0.083579,-0.080150,
Speed[A/fs],0.154561,0.156716,0.673344,0.669565,
,,,,,
C2H2_14r25, C[0], C[1], H[2], H[3], 
Densities, 1.957897930569755, 1.826303533993059, 0.0006209253366778601, 7.527312910678257e-05, 
Time[fs], 66.000000, 65.000000, 26.500000, 26.500000, 
Density Sum, 3.784897663028598,,,,
X Velocity[A/fs],-0.148929,0.150756,-0.665509,0.665693,
Y Velocity[A/fs],0.001946,0.000407,0.049530,-0.037422,
Z Velocity[A/fs],-0.011018,-0.003086,0.016629,-0.041961,
Speed[A/fs],0.149349,0.150788,0.667557,0.668063,
,,,,,
C2H2_14r9, C[0], C[1], H[2], H[3], 
Densities, 1.763126053608372, 1.913350021722213, 0.0009640536229936201, 7.090786358879117e-05, 
Time[fs], 63.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.677511036817168,,,,
X Velocity[A/fs],-0.159710,0.155609,-0.669155,0.657574,
Y Velocity[A/fs],-0.002023,0.002893,0.052551,-0.042619,
Z Velocity[A/fs],-0.002344,0.007413,0.085797,-0.068417,
Speed[A/fs],0.159740,0.155813,0.676677,0.662495,
,,,,,
C2H2_14r76, C[0], C[1], H[2], H[3], 
Densities, 2.270582897693036, 1.397821690144037, 0.0005770964354344563, 6.417378936701499e-05, 
Time[fs], 64.500000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.669045858061875,,,,
X Velocity[A/fs],-0.152942,0.157225,-0.665027,0.667887,
Y Velocity[A/fs],-0.005019,-0.000246,0.082923,-0.073626,
Z Velocity[A/fs],-0.002206,0.001316,0.062599,-0.067411,
Speed[A/fs],0.153040,0.157231,0.673094,0.675306,
,,,,,
C2H2_14r148, C[0], C[1], H[2], H[3], 
Densities, 1.773065965971212, 1.847859882668277, 0.0003938790329899394, 5.054365746878584e-05, 
Time[fs], 61.000000, 63.500000, 26.500000, 26.500000, 
Density Sum, 3.621370271329948,,,,
X Velocity[A/fs],-0.165036,0.156838,-0.673922,0.661072,
Y Velocity[A/fs],0.000082,0.005066,-0.086556,0.061225,
Z Velocity[A/fs],0.005408,-0.005671,0.084620,-0.057362,
Speed[A/fs],0.165125,0.157022,0.684707,0.666375,
,,,,,
C2H2_14r30, C[0], C[1], H[2], H[3], 
Densities, 2.170407285166306, 1.531902334770641, 0.0007512763738882583, 5.053690097331237e-05, 
Time[fs], 62.500000, 65.500000, 26.500000, 26.500000, 
Density Sum, 3.703111433211808,,,,
X Velocity[A/fs],-0.160024,0.150227,-0.669709,0.650205,
Y Velocity[A/fs],0.002163,-0.000664,-0.055086,0.014894,
Z Velocity[A/fs],0.004899,0.002628,-0.045911,0.055702,
Speed[A/fs],0.160114,0.150251,0.673537,0.652756,
,,,,,
C2H2_14r124, C[0], C[1], H[2], H[3], 
Densities, 1.737466495476333, 2.054895670260259, 0.0005903713597833261, 0.0001295220289988397, 
Time[fs], 66.500000, 66.000000, 26.500000, 26.500000, 
Density Sum, 3.793082059125374,,,,
X Velocity[A/fs],-0.147363,0.149460,-0.661173,0.660770,
Y Velocity[A/fs],-0.000186,0.001821,-0.058560,0.060694,
Z Velocity[A/fs],-0.003561,0.000380,0.024434,0.014205,
Speed[A/fs],0.147406,0.149472,0.664211,0.663704,
,,,,,
C2H2_14r179, C[0], C[1], H[2], H[3], 
Densities, 1.590958070272319, 2.050935336523839, 0.0006825742271537914, 6.707841987871744e-05, 
Time[fs], 61.000000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.64264305944319,,,,
X Velocity[A/fs],-0.164765,0.156110,-0.673726,0.669529,
Y Velocity[A/fs],0.014412,0.001327,0.088865,-0.059589,
Z Velocity[A/fs],0.001925,0.000221,-0.003885,-0.026642,
Speed[A/fs],0.165405,0.156116,0.679573,0.672703,
,,,,,
C2H2_14r156, C[0], C[1], H[2], H[3], 
Densities, 1.893533544565676, 1.787145297375446, 0.001482840308714551, 0.000102738809008116, 
Time[fs], 63.500000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.682264421058844,,,,
X Velocity[A/fs],-0.156208,0.157594,-0.674057,0.656003,
Y Velocity[A/fs],0.000169,0.009665,0.002200,-0.063437,
Z Velocity[A/fs],-0.000240,-0.007116,0.032457,0.060515,
Speed[A/fs],0.156208,0.158051,0.674841,0.661835,
,,,,,
C2H2_14r187, C[0], C[1], H[2], H[3], 
Densities, 1.88296505965141, 1.778552714819019, 0.0006866913526567264, 5.985538397088492e-05, 
Time[fs], 64.000000, 63.000000, 26.500000, 26.500000, 
Density Sum, 3.662264321207057,,,,
X Velocity[A/fs],-0.156226,0.158852,-0.663821,0.656555,
Y Velocity[A/fs],-0.004089,0.002438,-0.036389,-0.057224,
Z Velocity[A/fs],-0.004469,0.002185,-0.090202,0.091353,
Speed[A/fs],0.156343,0.158886,0.670909,0.665345,
,,,,,
C2H2_14r135, C[0], C[1], H[2], H[3], 
Densities, 2.244077929311845, 1.416833570654864, 0.0005140936531894048, 9.410047430447053e-05, 
Time[fs], 65.500000, 61.500000, 27.000000, 26.500000, 
Density Sum, 3.661519694094204,,,,
X Velocity[A/fs],-0.150127,0.163311,-0.649352,0.664572,
Y Velocity[A/fs],0.013504,-0.003073,-0.074217,0.040845,
Z Velocity[A/fs],-0.000841,0.003415,0.053376,-0.063783,
Speed[A/fs],0.150736,0.163376,0.655755,0.668874,
,,,,,
C2H2_14r62, C[0], C[1], H[2], H[3], 
Densities, 1.818031617630821, 1.767448282335498, 0.000866060423107496, 3.843388504584149e-05, 
Time[fs], 62.000000, 60.000000, 26.500000, 26.500000, 
Density Sum, 3.586384394274472,,,,
X Velocity[A/fs],-0.160686,0.168275,-0.674273,0.667118,
Y Velocity[A/fs],0.001947,-0.003933,0.010069,0.058368,
Z Velocity[A/fs],-0.003973,0.000032,0.088627,-0.087768,
