r_seed=1,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Time[fs],  44.863000,  53.807000,  55.414000,  44.012000,   7.969000,   8.713000,   8.067000,   7.916000,   8.480000,   8.328000,   7.802000,   7.920000,   8.716000,   7.890000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.186427,  -0.118110,   0.097108,   0.192680,  -0.189028,  -0.436563,  -0.992160,  -0.133742,  -0.579827,   0.503414,   0.151574,   0.177534,   0.474085,   1.011004,  
Y Velocity[A/fs],  -0.145218,   0.154304,   0.149901,  -0.131617,  -1.017958,  -0.188123,  -0.073501,   0.238336,   0.931323,   0.955494,   0.279549,  -1.020591,  -0.212701,  -0.102966, 
Z Velocity[A/fs],   0.032977,  -0.110183,   0.123456,  -0.040982,  -0.235707,   0.953725,  -0.302813,  -1.045157,   0.104191,  -0.141622,   1.046369,   0.238785,  -0.947496,   0.304694,  
Speed[A/fs],   0.238602,   0.223382,   0.217122,   0.236914,   1.061851,   1.065631,   1.039942,   1.080298,   1.102006,   1.089244,   1.093623,   1.063082,   1.080623,   1.060928,  
 
r_seed=35,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  44.980000,  56.035000,  53.979000,  46.710000,   7.922000,   8.784000,   8.128000,   7.927000,   8.706000,   8.401000,   7.931000,   8.068000,   8.815000,   7.909000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.186828,  -0.107500,   0.107475,   0.180783,  -0.200049,  -0.498932,  -0.982696,  -0.112358,  -0.576472,   0.555829,   0.151416,   0.132561,   0.501155,   1.007819,  
Y Velocity[A/fs],  -0.137717,   0.147820,   0.153984,  -0.145832,  -1.017598,  -0.151561,  -0.071056,   0.218382,   0.921889,   0.940589,   0.245506,  -1.013732,  -0.227215,  -0.090725, 
Z Velocity[A/fs],   0.048495,  -0.119269,   0.123924,  -0.044627,  -0.265577,   0.943420,  -0.335928,  -1.049351,   0.105707,  -0.131061,   1.045551,   0.272998,  -0.936994,   0.319762,  
Speed[A/fs],   0.237112,   0.218248,   0.224987,   0.236518,   1.070540,   1.077936,   1.040955,   1.077708,   1.092417,   1.100377,   1.084609,   1.058184,   1.086619,   1.061215,  
 
r_seed=36,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  42.492000,  59.013000,  54.363000,  44.676000,   8.087000,   8.714000,   7.961000,   7.892000,   8.371000,   8.412000,   7.839000,   7.971000,   8.518000,   7.863000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.197940,  -0.107408,   0.104143,   0.189058,  -0.163048,  -0.429005,  -1.002835,  -0.128729,  -0.522097,   0.549229,   0.125712,   0.179567,   0.446174,   1.015047,  
Y Velocity[A/fs],  -0.133144,   0.140510,   0.152669,  -0.136152,  -1.012690,  -0.250428,  -0.075017,   0.222014,   0.951573,   0.945539,   0.224986,  -1.018878,  -0.134762,  -0.054623, 
Z Velocity[A/fs],   0.042278,  -0.118563,   0.124565,  -0.053143,  -0.230924,   0.952153,  -0.273605,  -1.050057,   0.080655,  -0.086727,   1.053146,   0.249160,  -0.973953,   0.299226,  
Speed[A/fs],   0.242271,   0.212925,   0.222868,   0.238966,   1.051405,   1.073944,   1.042193,   1.080963,   1.088385,   1.096913,   1.084222,   1.064160,   1.079730,   1.059642,  
 
r_seed=37,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  44.035000,  53.390000,  54.068000,  44.654000,   8.201000,   8.822000,   8.058000,   7.986000,   8.442000,   8.159000,   7.806000,   7.915000,   8.497000,   7.895000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.190527,  -0.111517,   0.112817,   0.188009,  -0.124090,  -0.471245,  -0.985323,  -0.121097,  -0.575175,   0.508746,   0.132063,   0.168697,   0.463132,   1.011042,  
Y Velocity[A/fs],  -0.137511,   0.155893,   0.153141,  -0.143203,  -0.999104,  -0.195824,  -0.100751,   0.243204,   0.934415,   0.967000,   0.238799,  -1.023055,  -0.173581,  -0.110960, 
Z Velocity[A/fs],   0.032392,  -0.100921,   0.116340,  -0.040374,  -0.279015,   0.939379,  -0.333376,  -1.039501,   0.090056,  -0.079849,   1.051679,   0.265281,  -0.964937,   0.305531,  
Speed[A/fs],   0.237190,   0.216619,   0.222969,   0.239760,   1.044728,   1.069042,   1.045061,   1.074419,   1.100940,   1.095576,   1.086506,   1.070268,   1.084309,   1.062011,  
 
r_seed=38,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  44.466000,  55.578000,  54.765000,  46.083000,   8.121000,   8.656000,   8.126000,   7.927000,   8.359000,   8.404000,   7.810000,   8.017000,   8.553000,   7.786000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.189386,  -0.103901,   0.095946,   0.183863,  -0.159172,  -0.491739,  -0.980666,  -0.166174,  -0.510841,   0.563401,   0.139416,   0.134772,   0.438380,   1.023135,  
Y Velocity[A/fs],  -0.133283,   0.148893,   0.150736,  -0.133646,  -1.004607,  -0.183394,  -0.083161,   0.261053,   0.955866,   0.938787,   0.257352,  -1.018023,  -0.213701,  -0.083964, 
Z Velocity[A/fs],   0.049515,  -0.123573,   0.143375,  -0.047513,  -0.268532,   0.947934,  -0.334848,  -1.040774,   0.107479,  -0.094059,   1.053157,   0.246248,  -0.963863,   0.244843,  
Speed[A/fs],   0.236819,   0.219624,   0.229092,   0.232216,   1.051989,   1.083522,   1.039589,   1.085805,   1.089123,   1.098904,   1.093072,   1.056018,   1.080220,   1.055369,  
 
r_seed=39,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  42.946000,  56.013000,  53.528000,  46.549000,   8.092000,   8.699000,   7.943000,   7.803000,   8.334000,   8.463000,   7.992000,   7.943000,   8.562000,   7.891000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.195595,  -0.115889,   0.109855,   0.180649,  -0.145459,  -0.439039,  -0.998175,  -0.125786,  -0.522259,   0.548663,   0.143782,   0.136516,   0.473806,   1.007917,  
Y Velocity[A/fs],  -0.135809,   0.148372,   0.155043,  -0.147497,  -1.006236,  -0.198289,  -0.052808,   0.265267,   0.954173,   0.944577,   0.243433,  -1.023836,  -0.164782,  -0.101927, 
Z Velocity[A/fs],   0.041026,  -0.111428,   0.108420,  -0.047628,  -0.264036,   0.954558,  -0.300050,  -1.048753,   0.105049,  -0.061412,   1.042087,   0.251609,  -0.960952,   0.314404,  
Speed[A/fs],   0.241629,   0.218771,   0.218773,   0.238030,   1.050421,   1.069231,   1.043634,   1.089069,   1.092810,   1.094088,   1.079759,   1.063101,   1.084009,   1.060724,  
 
r_seed=40,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  43.674000,  58.500000,  52.208000,  44.399000,   8.063000,   8.872000,   7.978000,   7.834000,   8.377000,   8.680000,   7.869000,   8.047000,   8.665000,   7.827000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.193230,  -0.103427,   0.099657,   0.190050,  -0.114114,  -0.488978,  -0.998123,  -0.145964,  -0.527838,   0.609321,   0.130806,   0.174748,   0.441428,   1.015158,  
Y Velocity[A/fs],  -0.135417,   0.141783,   0.158947,  -0.135456,  -1.011007,  -0.198259,  -0.078562,   0.235845,   0.950035,   0.914578,   0.255495,  -1.010278,  -0.241140,  -0.013506, 
Z Velocity[A/fs],   0.035887,  -0.124539,   0.126698,  -0.038751,  -0.254686,   0.933834,  -0.282432,  -1.050346,   0.073080,  -0.100498,   1.049334,   0.290300,  -0.954870,   0.322103,  
Speed[A/fs],   0.238671,   0.215196,   0.226380,   0.236578,   1.048819,   1.072591,   1.040283,   1.086349,   1.089275,   1.103551,   1.087883,   1.065586,   1.079251,   1.065119,  
 
r_seed=41,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  43.358000,  51.739000,  52.161000,  45.965000,   8.044000,   8.661000,   8.098000,   7.888000,   8.319000,   8.311000,   7.845000,   8.041000,   8.694000,   7.807000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.193761,  -0.106240,   0.115394,   0.182024,  -0.149036,  -0.417674,  -0.986048,  -0.143834,  -0.547844,   0.528161,   0.139386,   0.140277,   0.467139,   1.023134,  
Y Velocity[A/fs],  -0.120188,   0.159764,   0.158065,  -0.145188,  -1.009304,  -0.209481,  -0.102959,   0.221912,   0.947325,   0.957957,   0.228699,  -1.010742,  -0.212392,  -0.049343, 
Z Velocity[A/fs],   0.044032,  -0.113672,   0.111518,  -0.044081,  -0.243923,   0.958768,  -0.312730,  -1.047970,   0.137719,  -0.092813,   1.051159,   0.293155,  -0.952712,   0.270709,  
Speed[A/fs],   0.232222,   0.223008,   0.225248,   0.236971,   1.049001,   1.066569,   1.039563,   1.080821,   1.102962,   1.097839,   1.084743,   1.061704,   1.082123,   1.059491,  
 
r_seed=42,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  43.291000,  54.166000,  55.863000,  46.168000,   8.016000,   8.894000,   7.838000,   7.883000,   8.522000,   8.302000,   7.940000,   8.015000,   8.825000,   7.852000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.194771,  -0.106866,   0.103841,   0.182868,  -0.122134,  -0.478489,  -1.008878,  -0.158663,  -0.562336,   0.544483,   0.160343,   0.161581,   0.498330,   1.015657,  
Y Velocity[A/fs],  -0.129805,   0.153846,   0.148235,  -0.141705,  -1.013445,  -0.210230,  -0.114227,   0.239362,   0.934042,   0.948466,   0.197687,  -1.010287,  -0.224669,  -0.049662, 
Z Velocity[A/fs],   0.036548,  -0.120089,   0.125310,  -0.053561,  -0.247273,   0.935764,  -0.249368,  -1.046722,   0.093761,  -0.108953,   1.048289,   0.309988,  -0.939127,   0.295372,  
Speed[A/fs],   0.236899,   0.222509,   0.220135,   0.237465,   1.050301,   1.071822,   1.045498,   1.085401,   1.094279,   1.099054,   1.078749,   1.069056,   1.086632,   1.058900,  
 
r_seed=43,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  45.468000,  56.331000,  55.902000,  43.998000,   8.114000,   8.791000,   7.975000,   7.799000,   8.393000,   8.344000,   7.880000,   7.862000,   8.817000,   7.748000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.184875,  -0.105014,   0.103880,   0.192477,  -0.174359,  -0.491040,  -1.004112,  -0.145123,  -0.530182,   0.524445,   0.120078,   0.153072,   0.454007,   1.025211,  
Y Velocity[A/fs],  -0.145045,   0.147664,   0.148945,  -0.140412,  -0.999019,  -0.170160,  -0.073515,   0.239562,   0.946981,   0.953609,   0.200486,  -1.031462,  -0.208161,  -0.074031, 
Z Velocity[A/fs],   0.032106,  -0.116806,   0.129523,  -0.036381,  -0.329491,   0.939998,  -0.249036,  -1.052073,   0.090782,  -0.086803,   1.054950,   0.223066,  -0.948553,   0.279854,  
Speed[A/fs],   0.237166,   0.215584,   0.223052,   0.241012,   1.066304,   1.074091,   1.037143,   1.088718,   1.089085,   1.091763,   1.080524,   1.066350,   1.072010,   1.065297,  
 
r_seed=44,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  44.073000,  59.387000,  56.830000,  43.512000,   7.909000,   8.798000,   8.155000,   7.853000,   8.367000,   8.348000,   7.871000,   7.910000,   8.683000,   7.930000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.190148,  -0.114144,   0.100225,   0.193941,  -0.139352,  -0.466160,  -0.975591,  -0.162135,  -0.519356,   0.511516,   0.131346,   0.161624,   0.471993,   1.003177,  
Y Velocity[A/fs],  -0.143753,   0.139548,   0.146306,  -0.136610,  -1.022607,  -0.216707,  -0.063250,   0.244061,   0.949309,   0.952128,   0.223285,  -1.018675,  -0.236107,  -0.103775, 
Z Velocity[A/fs],   0.045987,  -0.122158,   0.118848,  -0.051759,  -0.233984,   0.942017,  -0.362142,  -1.046666,   0.113913,  -0.116537,   1.048573,   0.280074,  -0.949768,   0.338370,  
Speed[A/fs],   0.242768,   0.217773,   0.213484,   0.242805,   1.058250,   1.073156,   1.042557,   1.086905,   1.088069,   1.087096,   1.080099,   1.068767,   1.086547,   1.063780,  
 
r_seed=45,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  44.141000,  52.636000,  56.735000,  44.656000,   8.140000,   8.720000,   7.933000,   7.935000,   8.212000,   8.323000,   7.929000,   8.022000,   8.602000,   7.845000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.190419,  -0.108089,   0.098835,   0.190060,  -0.147318,  -0.469120,  -0.999823,  -0.112597,  -0.509955,   0.538610,   0.124255,   0.181456,   0.451921,   1.017416,  
Y Velocity[A/fs],  -0.134437,   0.157934,   0.146147,  -0.133343,  -1.005821,  -0.231568,  -0.079685,   0.258003,   0.965404,   0.951400,   0.228464,  -1.019704,  -0.198116,  -0.108395, 
Z Velocity[A/fs],   0.035642,  -0.114308,   0.135257,  -0.044519,  -0.255887,   0.943519,  -0.278619,  -1.044184,   0.063576,  -0.090001,   1.050691,   0.228808,  -0.960882,   0.287649,  
Speed[A/fs],   0.235803,   0.222918,   0.222310,   0.236400,   1.048263,   1.078854,   1.040973,   1.081464,   1.093664,   1.096979,   1.082398,   1.060696,   1.080175,   1.062838,  
 
r_seed=46,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  42.360000,  54.794000,  54.960000,  45.147000,   8.058000,   8.759000,   8.008000,   7.929000,   8.252000,   8.465000,   7.970000,   7.965000,   8.709000,   7.850000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.198023,  -0.119197,   0.103469,   0.186815,  -0.144005,  -0.437278,  -0.993843,  -0.158625,  -0.505996,   0.549407,   0.124038,   0.162540,   0.473405,   1.014234,  
Y Velocity[A/fs],  -0.136818,   0.152050,   0.151309,  -0.142086,  -1.014530,  -0.252711,  -0.087395,   0.235531,   0.962854,   0.939847,   0.249971,  -1.025478,  -0.218731,  -0.104474, 
Z Velocity[A/fs],   0.031916,  -0.108985,   0.109541,  -0.040456,  -0.229088,   0.946146,  -0.318469,  -1.044773,   0.111537,  -0.102687,   1.042183,   0.223543,  -0.950519,   0.300942,  
Speed[A/fs],   0.242799,   0.221822,   0.213540,   0.238170,   1.049996,   1.072506,   1.047275,   1.082676,   1.093417,   1.093483,   1.078896,   1.062071,   1.084178,   1.063086,  
 
r_seed=47,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  43.679000,  57.719000,  54.589000,  44.215000,   8.120000,   8.598000,   8.124000,   7.888000,   8.489000,   8.384000,   7.940000,   7.877000,   8.575000,   7.832000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.192291,  -0.107639,   0.105267,   0.190514,  -0.151643,  -0.469791,  -0.978742,  -0.088894,  -0.556699,   0.546078,   0.123266,   0.154132,   0.443717,   1.019622,  
Y Velocity[A/fs],  -0.134815,   0.143401,   0.152002,  -0.138037,  -1.005830,  -0.163182,  -0.051800,   0.247652,   0.933821,   0.945811,   0.239069,  -1.020581,  -0.168060,  -0.070564, 
Z Velocity[A/fs],   0.048367,  -0.119809,   0.123323,  -0.048134,  -0.244208,   0.956235,  -0.353534,  -1.048246,   0.127656,  -0.118996,   1.045870,   0.290016,  -0.966963,   0.282196,  
Speed[A/fs],   0.239772,   0.215648,   0.222248,   0.240139,   1.046101,   1.077830,   1.041924,   1.080765,   1.094638,   1.098599,   1.079904,   1.072125,   1.077101,   1.060303,  
 
r_seed=48,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  44.511000,  52.456000,  55.773000,  45.667000,   8.046000,   8.809000,   7.955000,   7.805000,   8.505000,   8.407000,   7.767000,   7.937000,   8.606000,   7.889000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.189114,  -0.104832,   0.098817,   0.184765,  -0.148861,  -0.503309,  -0.991881,  -0.157735,  -0.551424,   0.539489,   0.145825,   0.173488,   0.439707,   1.007497,  
Y Velocity[A/fs],  -0.133221,   0.158247,   0.147810,  -0.141114,  -1.014055,  -0.171845,  -0.062766,   0.258644,   0.934096,   0.944991,   0.201674,  -1.023841,  -0.205271,  -0.093792, 
Z Velocity[A/fs],   0.032384,  -0.121410,   0.133429,  -0.039881,  -0.205869,   0.935325,  -0.319512,  -1.047276,   0.158848,  -0.078523,   1.059368,   0.242455,  -0.959398,   0.322336,  
Speed[A/fs],   0.233583,   0.225327,   0.222297,   0.235885,   1.045395,   1.075957,   1.043962,   1.090213,   1.096283,   1.090973,   1.088209,   1.066364,   1.075139,   1.061955,  
 
r_seed=49,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  43.925000,  55.157000,  54.115000,  45.119000,   8.098000,   8.806000,   7.963000,   7.804000,   8.550000,   8.091000,   7.816000,   8.185000,   8.563000,   7.882000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.190918,  -0.108584,   0.106711,   0.186882,  -0.154568,  -0.478422,  -1.001329,  -0.121670,  -0.564885,   0.485042,   0.154854,   0.105677,   0.453409,   1.013122,  
Y Velocity[A/fs],  -0.128933,   0.149762,   0.153228,  -0.139068,  -1.002748,  -0.179433,  -0.074174,   0.224932,   0.932613,   0.979188,   0.202761,  -1.000153,  -0.177152,  -0.082306, 
Z Velocity[A/fs],   0.052191,  -0.121661,   0.119596,  -0.050456,  -0.302485,   0.945977,  -0.274281,  -1.054611,   0.102922,  -0.054446,   1.055516,   0.315492,  -0.963794,   0.295612,  
Speed[A/fs],   0.236215,   0.221406,   0.221742,   0.238350,   1.058722,   1.075154,   1.040861,   1.085174,   1.095196,   1.094093,   1.085912,   1.054044,   1.079751,   1.058573,  
 
r_seed=50,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8938743073,    1.7594900340,    1.7606041218,    1.9721456847,    0.9989918211,    0.9978494772,    0.9702689945,    0.9992270806,    0.9979124209,    0.9987249802,    0.9979209150,    0.9974543072,    0.9988159531,    0.9983612662,  
Time[fs],  43.867000,  56.009000,  55.129000,  45.097000,   8.072000,   8.714000,   8.080000,   7.831000,   8.475000,   8.287000,   7.956000,   8.011000,   8.556000,   7.874000,  
Charge Sum,   17.3416413638, 
X Velocity[A/fs],  -0.192220,  -0.102436,   0.106343,   0.186434,  -0.148061,  -0.478465,  -0.987713,  -0.161468,  -0.570934,   0.493354,   0.165160,   0.138726,   0.440150,   1.012273,  
Y Velocity[A/fs],  -0.127567,   0.148052,   0.149672,  -0.141437,  -1.001213,  -0.172077,  -0.103352,   0.200888,   0.935602,   0.959227,   0.268953,  -1.011974,  -0.236917,  -0.073438, 
Z Velocity[A/fs],   0.049723,  -0.122418,   0.128111,  -0.051210,  -0.307787,   0.947552,  -0.307441,  -1.053088,   0.054214,  -0.162120,   1.039174,   0.298248,  -0.962326,   0.299951,  
Speed[A/fs],   0.235996,   0.217712,   0.223881,   0.239551,   1.057867,   1.075358,   1.039605,   1.084169,   1.097386,   1.090778,   1.086046,   1.064090,   1.084404,   1.058329,  
 
