C4H10_28r18,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9236655012,    3.9222239703,    3.8701139987,    3.9603890665,    0.9996682612,    0.9989932921,    0.9986617308,    0.9996298430,    0.9982937704,    0.9999021796,    0.9989744948,    0.9984151737,    0.9999019781,    0.8595496118,  
Time[fs],  42.666000,  46.593000,  47.752000,  43.756000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  
Charge Sum,   25.5283828721, 
X Velocity[A/fs],  -0.339316,  -0.263266,   0.229326,   0.321743,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  
Y Velocity[A/fs],  -0.280062,   0.283967,   0.268121,  -0.259643,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000, 
Z Velocity[A/fs],   0.142961,  -0.272356,   0.286516,  -0.166454,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  
Speed[A/fs],   0.462610,   0.473417,   0.454501,   0.445691,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  
 
C4H10_28r45,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9390061051,    3.9024813771,    3.8947679773,    3.9630833603,    0.9997368093,    0.9996208593,    0.9987586333,    0.9996273096,    0.9983257178,    0.9998902344,    0.9992390936,    0.9974466728,    0.9992232495,    0.9837380964,  
Time[fs],  42.501000,  44.137000,  46.903000,  43.649000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  
Charge Sum,   25.6749454958, 
X Velocity[A/fs],  -0.344428,  -0.229978,   0.230087,   0.323451,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  
Y Velocity[A/fs],  -0.295753,   0.318234,   0.276969,  -0.260116,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000, 
Z Velocity[A/fs],   0.084550,  -0.247136,   0.295451,  -0.167197,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  
Speed[A/fs],   0.461789,   0.463939,   0.465772,   0.447477,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  
 
C4H10_28r11,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9140470773,    3.9201806486,    3.8785019442,    3.9406595267,    0.9994978554,    0.9995862568,    0.9986959003,    0.9995360604,    0.9987214312,    0.9999164247,    0.9989189171,    0.9975854957,    0.9993911075,    0.8730989397,  
Time[fs],  41.389000,  45.418000,  45.480000,  43.583000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5183375858, 
X Velocity[A/fs],  -0.358639,  -0.228611,   0.212013,   0.323517,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.299195,   0.299399,   0.295645,  -0.300674,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.039317,  -0.268003,   0.283261,  -0.046053,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.468705,   0.462308,   0.461077,   0.444060,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r16,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9355476871,    3.9479669482,    3.8766797930,    3.9509727024,    0.9996714652,    0.9989295464,    0.9986682205,    0.9996273276,    0.9979238571,    0.9994711240,    0.9986970855,    0.9983812276,    0.9994732513,    0.9290432632,  
Time[fs],  41.349000,  44.284000,  44.199000,  43.189000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.6310534990, 
X Velocity[A/fs],  -0.361711,  -0.236042,   0.229207,   0.326823,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.297487,   0.313531,   0.310448,  -0.301721,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.057769,  -0.253829,   0.268732,  -0.084658,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.471880,   0.467382,   0.470245,   0.452787,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r19,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9323113412,    3.9191720784,    3.8618237823,    3.9581068940,    0.9993547968,    0.9999945026,    0.9994571225,    0.9996818247,    0.9997673616,    0.9999200224,    0.9993314318,    0.9983683543,    0.9994196797,    0.8896106333,  
Time[fs],  41.524000,  43.202000,  46.250000,  43.496000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5563198254, 
X Velocity[A/fs],  -0.356508,  -0.237287,   0.234385,   0.327639,   0.000000,  -0.707938,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.298389,   0.327627,   0.286675,  -0.277430,   0.000000,  -0.240456,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.038948,  -0.237826,   0.285251,  -0.108301,   0.000000,   0.894178,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.466531,   0.469261,   0.467426,   0.442769,   0.000000,   1.165568,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r29,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9281993732,    3.9303041846,    3.8753839061,    3.9689632747,    0.9996494863,    0.9999958952,    0.9993478532,    0.9996743149,    0.9987759792,    0.9994716942,    0.9991295150,    0.9998682865,    0.9995922622,    0.9068768546,  
Time[fs],  42.196000,  43.422000,  45.728000,  44.018000,   0.000000,  25.099000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.6052328798, 
X Velocity[A/fs],  -0.348885,  -0.228032,   0.216204,   0.321319,   0.000000,  -0.741061,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.283361,   0.322718,   0.280677,  -0.270334,   0.000000,  -0.150618,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.058514,  -0.274898,   0.307487,  -0.125013,   0.000000,   0.877220,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.453253,   0.481367,   0.469118,   0.438126,   0.000000,   1.158176,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r2,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9284944609,    3.9064373374,    3.8410833627,    3.9694292378,    0.9996948164,    0.9992724102,    0.9986916126,    0.9996860646,    0.9989573922,    0.9991870488,    0.9990078416,    0.9997588025,    0.9999762658,    0.8602487743,  
Time[fs],  42.688000,  45.231000,  45.043000,  42.721000,   0.000000,  25.099000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.4999254278, 
X Velocity[A/fs],  -0.342048,  -0.227648,   0.197715,   0.336250,   0.000000,  -0.741061,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.298331,   0.298761,   0.301057,  -0.291608,   0.000000,  -0.150618,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.053055,  -0.299547,   0.277424,  -0.039989,   0.000000,   0.877220,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.456961,   0.480427,   0.454633,   0.446876,   0.000000,   1.158176,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r20,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9158587754,    3.9124772623,    3.8324145377,    3.9663917720,    0.9984616392,    0.9994147775,    0.9987646556,    0.9995540630,    0.9986837346,    0.9994392630,    0.9991036325,    0.9983501445,    0.9993745279,    0.8713146597,  
Time[fs],  41.908000,  44.446000,  44.739000,  43.899000,   0.000000,  25.099000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.4896034447, 
X Velocity[A/fs],  -0.352051,  -0.222577,   0.221333,   0.321993,   0.000000,  -0.741061,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.298835,   0.312947,   0.272317,  -0.275716,   0.000000,  -0.150618,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.065598,  -0.250997,   0.318719,  -0.127064,   0.000000,   0.877220,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.466418,   0.458777,   0.474053,   0.442543,   0.000000,   1.158176,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r28,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9401912987,    3.9149920195,    3.8842491582,    3.9632132575,    0.9996592806,    0.9999930628,    0.9987230183,    0.9996875447,    0.9974992161,    0.9994307153,    0.9992855998,    0.9997001918,    0.9999797094,    0.8847670034,  
Time[fs],  42.429000,  43.888000,  45.403000,  42.709000,   0.000000,  25.081000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5813710761, 
X Velocity[A/fs],  -0.345802,  -0.238653,   0.204951,   0.335930,   0.000000,  -0.736802,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.309088,   0.316340,   0.297398,  -0.294664,   0.000000,  -0.232789,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.040802,  -0.265763,   0.285557,  -0.058502,   0.000000,   0.897242,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.465595,   0.477133,   0.460427,   0.450664,   0.000000,   1.184108,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r46,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9640800878,    3.8923813924,    3.8192785829,    3.9231623933,    0.9997136838,    0.9999907170,    0.9987353595,    0.9996644683,    0.9979442731,    0.9999116003,    0.9992190466,    0.9980450103,    0.9999764548,    0.8903006315,  
Time[fs],  41.913000,  45.468000,  44.888000,  42.778000,   0.000000,  25.411000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.4824037017, 
X Velocity[A/fs],  -0.350940,  -0.211476,   0.205468,   0.334959,   0.000000,  -0.822593,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.274842,   0.271894,   0.304124,  -0.288624,   0.000000,  -0.030788,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.122938,  -0.311827,   0.281248,  -0.050951,   0.000000,   0.826645,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.462397,   0.464634,   0.462395,   0.445081,   0.000000,   1.166598,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r26,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9394324571,    3.9334944189,    3.8720643222,    3.9323847145,    0.9990623852,    0.9995006343,    0.9983771865,    0.9995570698,    0.9981229326,    0.9999302418,    0.9991731476,    0.9972960511,    0.9999781572,    0.9038860276,  
Time[fs],  41.415000,  44.674000,  43.952000,  43.325000,   0.000000,  25.411000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5722597463, 
X Velocity[A/fs],  -0.359380,  -0.224110,   0.215012,   0.328885,   0.000000,  -0.822593,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.301459,   0.309136,   0.315294,  -0.304204,   0.000000,  -0.030788,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.043977,  -0.253301,   0.263826,  -0.041405,   0.000000,   0.826645,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.471132,   0.458205,   0.463945,   0.449911,   0.000000,   1.166598,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r8,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9189990237,    3.8789869919,    3.8692996651,    3.9583875611,    0.9996750113,    0.9992037070,    0.9990993195,    0.9996967172,    0.9981020644,    0.9990255822,    0.9986733213,    0.9997744874,    0.9993106765,    0.7717755288,  
Time[fs],  41.609000,  44.042000,  45.673000,  42.341000,   0.000000,  25.411000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.3900096575, 
X Velocity[A/fs],  -0.357968,  -0.235469,   0.202078,   0.341678,   0.000000,  -0.822593,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.286927,   0.313889,   0.295670,  -0.277808,   0.000000,  -0.030788,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.044664,  -0.274336,   0.282895,  -0.064124,   0.000000,   0.826645,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.460937,   0.478782,   0.456383,   0.445009,   0.000000,   1.166598,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r44,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9170795083,    3.9243271351,    3.8897483349,    3.9638525620,    0.9996029879,    0.9997141559,    0.9988164548,    0.9995665533,    0.9983942135,    0.9999202701,    0.9991006134,    0.9997937470,    0.9999252445,    0.8791478723,  
Time[fs],  42.462000,  43.216000,  46.550000,  43.145000,   0.000000,  25.411000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5689896531, 
X Velocity[A/fs],  -0.344598,  -0.232403,   0.225525,   0.331611,   0.000000,  -0.822593,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.295023,   0.325198,   0.283424,  -0.274164,   0.000000,  -0.030788,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.054468,  -0.260674,   0.296913,  -0.130059,   0.000000,   0.826645,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.456895,   0.477195,   0.468346,   0.449496,   0.000000,   1.166598,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r6,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9331496209,    3.9353673309,    3.8937470615,    3.9592642151,    0.9996727346,    0.9996543768,    0.9987493750,    0.9995638530,    0.9987066459,    0.9993316068,    0.9992062332,    0.9984232995,    0.9999071954,    0.8695680797,  
Time[fs],  41.555000,  43.693000,  46.825000,  43.195000,   0.000000,  25.411000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5843116282, 
X Velocity[A/fs],  -0.357084,  -0.238368,   0.220200,   0.329726,   0.000000,  -0.822593,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.296520,   0.323167,   0.271251,  -0.259294,   0.000000,  -0.030788,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.057711,  -0.248458,   0.298263,  -0.158449,   0.000000,   0.826645,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.467722,   0.472215,   0.459376,   0.448396,   0.000000,   1.166598,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r39,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9393111281,    3.8993370011,    3.8120074719,    3.9501620755,    0.9989199620,    0.9995534592,    0.9987406762,    0.9995348412,    0.9984810372,    0.9992781487,    0.9993321601,    0.9972160680,    0.9999723970,    0.9851858122,  
Time[fs],  41.305000,  44.932000,  45.768000,  42.455000,   0.000000,  25.411000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5770322384, 
X Velocity[A/fs],  -0.357916,  -0.218392,   0.191230,   0.338379,   0.000000,  -0.822593,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.296197,   0.302250,   0.293299,  -0.278988,   0.000000,  -0.030788,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.038878,  -0.279009,   0.290270,  -0.063404,   0.000000,   0.826645,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.466206,   0.465721,   0.454807,   0.443119,   0.000000,   1.166598,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r5,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9573294707,    3.9206269532,    3.8995427117,    3.9466417208,    0.9996773275,    0.9987876920,    0.9986355691,    0.9996645557,    0.9972782116,    0.9999222410,    0.9988020725,    0.9996142006,    0.9999182924,    0.8698287606,  
Time[fs],  42.478000,  45.769000,  46.880000,  44.530000,   0.000000,  25.411000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5862697795, 
X Velocity[A/fs],  -0.342718,  -0.248023,   0.230324,   0.314996,   0.000000,  -0.822593,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.281980,   0.295193,   0.276652,  -0.267075,   0.000000,  -0.030788,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.140697,  -0.278581,   0.295677,  -0.164313,   0.000000,   0.826645,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.465579,   0.475670,   0.465844,   0.444466,   0.000000,   1.166598,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r38,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9466091618,    3.8848669603,    3.8364496231,    3.9657029845,    0.9982117793,    0.9995918038,    0.9988716755,    0.9997087445,    0.9979849942,    0.9999224631,    0.9990327297,    0.9974624794,    0.9999594949,    0.9787314646,  
Time[fs],  42.505000,  43.702000,  45.671000,  42.020000,   0.000000,  25.411000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.6031063587, 
X Velocity[A/fs],  -0.345106,  -0.220703,   0.203131,   0.346505,   0.000000,  -0.822593,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
