C4H10_28r18,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Y Velocity[A/fs],  -0.287050,   0.320040,   0.295603,  -0.283445,   0.000000,  -0.030788,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.051625,  -0.275927,   0.285688,  -0.065729,   0.000000,   0.826645,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.451841,   0.476729,   0.458542,   0.452468,   0.000000,   1.166598,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r31,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9323111102,    3.9070233628,    3.8724587113,    3.9543575868,    0.9996844364,    0.9999938545,    0.9988607927,    0.9996968430,    0.9973728864,    0.9999197569,    0.9992358849,    0.9984604454,    0.9993981935,    0.8815995157,  
Time[fs],  41.974000,  43.375000,  46.181000,  43.309000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5403733806, 
X Velocity[A/fs],  -0.350934,  -0.232569,   0.215159,   0.327789,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.298183,   0.324297,   0.271634,  -0.280125,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.051968,  -0.257209,   0.302062,  -0.127626,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.463431,   0.474777,   0.459695,   0.449671,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r33,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9572833627,    3.9115632623,    3.8597775698,    3.9240103289,    0.9992097280,    0.9995064078,    0.9984217174,    0.9996019896,    0.9981486053,    0.9999209693,    0.9992266281,    0.9981793823,    0.9999792329,    0.9005079940,  
Time[fs],  41.223000,  44.761000,  45.077000,  43.236000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5453371787, 
X Velocity[A/fs],  -0.363126,  -0.207106,   0.199515,   0.330917,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.289697,   0.305119,   0.302744,  -0.293173,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.047442,  -0.289277,   0.288387,  -0.053667,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.466943,   0.468692,   0.463279,   0.445350,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r50,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9388358966,    3.9091412351,    3.8846250251,    3.9554947354,    0.9996627783,    0.9996680581,    0.9994650552,    0.9997273408,    0.9980717065,    0.9998882686,    0.9991839281,    0.9974427773,    0.9999753465,    0.8773858324,  
Time[fs],  42.627000,  45.200000,  43.631000,  42.968000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.138000,   0.000000,  
Charge Sum,   25.5585679837, 
X Velocity[A/fs],  -0.341233,  -0.244223,   0.215917,   0.331705,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.675541,   0.000000,  
Y Velocity[A/fs],  -0.257529,   0.262474,   0.321825,  -0.292812,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.155325,   0.000000, 
Z Velocity[A/fs],   0.163774,  -0.314288,   0.248271,  -0.062047,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.870868,   0.000000,  
Speed[A/fs],   0.457803,   0.476775,   0.460250,   0.446785,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.113056,   0.000000,  
 
C4H10_28r41,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9148665592,    3.9290950000,    3.8728768229,    3.9396139681,    0.9987714082,    0.9989581105,    0.9984796611,    0.9995423745,    0.9980159048,    0.9999336219,    0.9991845703,    0.9983018746,    0.9993721175,    0.9999000350,  
Time[fs],  41.924000,  45.771000,  46.231000,  42.637000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.6469120287, 
X Velocity[A/fs],  -0.350543,  -0.239597,   0.216615,   0.335623,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.737021,   0.000000,  
Y Velocity[A/fs],  -0.271853,   0.292952,   0.290762,  -0.288030,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.062156,   0.000000, 
Z Velocity[A/fs],   0.121445,  -0.285466,   0.272405,  -0.094411,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.869985,   0.000000,  
Speed[A/fs],   0.459927,   0.474045,   0.453507,   0.452236,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141900,   0.000000,  
 
C4H10_28r37,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9081317857,    3.9038918018,    3.8620802611,    3.9483311735,    0.9996289217,    0.9995360805,    0.9993131427,    0.9996320725,    0.9981733015,    0.9994458193,    0.9990363703,    0.9998216443,    0.9994928507,    0.8745670170,  
Time[fs],  41.837000,  43.450000,  45.382000,  43.257000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.4910822425, 
X Velocity[A/fs],  -0.354274,  -0.229675,   0.211687,   0.331274,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.737021,   0.000000,  
Y Velocity[A/fs],  -0.288072,   0.323166,   0.297189,  -0.286061,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.062156,   0.000000, 
Z Velocity[A/fs],   0.057111,  -0.251149,   0.301941,  -0.071911,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.869985,   0.000000,  
Speed[A/fs],   0.460171,   0.469322,   0.473604,   0.443559,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141900,   0.000000,  
 
C4H10_28r7,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9106551260,    3.9473941848,    3.8258677572,    3.9420713745,    0.9995653314,    0.9987916838,    0.9985738497,    0.9996333036,    0.9979379727,    0.9999099385,    0.9991081977,    0.9998284799,    0.9995157889,    0.8934236616,  
Time[fs],  42.971000,  45.255000,  44.682000,  42.588000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.5122766501, 
X Velocity[A/fs],  -0.335797,  -0.249471,   0.221333,   0.337820,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.737021,   0.000000,  
Y Velocity[A/fs],  -0.260162,   0.266040,   0.309669,  -0.303514,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.062156,   0.000000, 
Z Velocity[A/fs],   0.154939,  -0.314079,   0.230349,  -0.048642,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.869985,   0.000000,  
Speed[A/fs],   0.452162,   0.481309,   0.444909,   0.456738,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141900,   0.000000,  
 
C4H10_28r22,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9386268519,    3.9270551130,    3.8551406562,    3.9596761465,    0.9988006942,    0.9992242823,    0.9988085473,    0.9996681753,    0.9978006755,    0.9995369953,    0.9993403062,    0.9979524489,    0.9999818308,    0.9107190296,  
Time[fs],  42.580000,  46.787000,  42.623000,  43.779000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.5823317530, 
X Velocity[A/fs],  -0.341467,  -0.231933,   0.220966,   0.323570,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.737021,   0.000000,  
Y Velocity[A/fs],  -0.279288,   0.275914,   0.332512,  -0.298772,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.062156,   0.000000, 
Z Velocity[A/fs],   0.135877,  -0.297934,   0.249038,  -0.056312,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.869985,   0.000000,  
Speed[A/fs],   0.461588,   0.467639,   0.470543,   0.443997,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141900,   0.000000,  
 
C4H10_28r36,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9036817476,    3.9250563905,    3.8962439895,    3.9637877829,    0.9988710278,    0.9996838724,    0.9989125864,    0.9995869658,    0.9997967405,    0.9999074621,    0.9990042028,    0.9997762299,    0.9999719320,    0.8848402649,  
Time[fs],  42.703000,  43.552000,  44.069000,  42.975000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.5691211951, 
X Velocity[A/fs],  -0.337810,  -0.242196,   0.210114,   0.333173,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.737021,   0.000000,  
Y Velocity[A/fs],  -0.306201,   0.319503,   0.313887,  -0.296789,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.062156,   0.000000, 
Z Velocity[A/fs],   0.040941,  -0.268438,   0.258848,  -0.047906,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.869985,   0.000000,  
Speed[A/fs],   0.457768,   0.482493,   0.457903,   0.448757,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141900,   0.000000,  
 
C4H10_28r27,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9194015414,    3.9154233485,    3.8416313678,    3.9576911740,    0.9995262600,    0.9995313581,    0.9988229086,    0.9995343825,    0.9985228943,    0.9999118162,    0.9993418984,    0.9976007487,    0.9999723940,    0.8924173713,  
Time[fs],  41.552000,  45.134000,  46.041000,  41.741000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.062000,   0.000000,  
Charge Sum,   25.5193294638, 
X Velocity[A/fs],  -0.354901,  -0.217315,   0.191779,   0.348109,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.737021,   0.000000,  
Y Velocity[A/fs],  -0.296249,   0.301297,   0.291473,  -0.284352,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.062156,   0.000000, 
Z Velocity[A/fs],   0.042818,  -0.280618,   0.289605,  -0.056863,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.869985,   0.000000,  
Speed[A/fs],   0.464275,   0.465566,   0.453439,   0.453067,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141900,   0.000000,  
 
C4H10_28r47,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9333371222,    3.9082815796,    3.8365131170,    3.9502111077,    0.9988443376,    0.9995577971,    0.9987465692,    0.9996477020,    0.9975145312,    0.9999148874,    0.9993698128,    0.9973545659,    0.9993256747,    0.9826193284,  
Time[fs],  42.648000,  44.265000,  44.867000,  42.352000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.342000,   0.000000,  
Charge Sum,   25.6012381330, 
X Velocity[A/fs],  -0.341051,  -0.240017,   0.192706,   0.341880,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.755531,   0.000000,  
Y Velocity[A/fs],  -0.311737,   0.310403,   0.305053,  -0.289244,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.128240,   0.000000, 
Z Velocity[A/fs],   0.049205,  -0.266827,   0.269462,  -0.049920,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.860973,   0.000000,  
Speed[A/fs],   0.464669,   0.474505,   0.450336,   0.450595,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.152627,   0.000000,  
 
C4H10_28r3,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.8943175375,    3.9051491693,    3.8800511211,    3.9486823268,    0.9986006096,    0.9995922909,    0.9986303879,    0.9995046480,    0.9997021263,    0.9999088493,    0.9992312474,    0.9971026820,    0.9999677652,    0.9824066311,  
Time[fs],  42.318000,  45.368000,  44.039000,  42.606000,   0.000000,  25.284000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.342000,   0.000000,  
Charge Sum,   25.6028473925, 
X Velocity[A/fs],  -0.345162,  -0.227043,   0.209704,   0.339900,   0.000000,  -0.782518,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.755531,   0.000000,  
Y Velocity[A/fs],  -0.294857,   0.300800,   0.315806,  -0.291587,   0.000000,  -0.090622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.128240,   0.000000, 
Z Velocity[A/fs],   0.044387,  -0.282645,   0.253711,  -0.050392,   0.000000,   0.860520,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.860973,   0.000000,  
Speed[A/fs],   0.456123,   0.471081,   0.456156,   0.450660,   0.000000,   1.166636,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.152627,   0.000000,  
 
C4H10_28r9,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.8965017274,    3.8951451629,    3.8730760515,    3.9567305595,    0.9994278938,    0.9999948291,    0.9828305785,    0.9994879331,    0.9974141985,    0.9993729090,    0.9987929229,    0.9998895602,    0.9973911685,    0.8434071690,  
Time[fs],  40.997000,  45.072000,  45.688000,  43.352000,   0.000000,  25.096000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.342000,   0.000000,  
Charge Sum,   25.4394626639, 
X Velocity[A/fs],  -0.365150,  -0.235840,   0.231275,   0.328104,   0.000000,  -0.760696,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.755531,   0.000000,  
Y Velocity[A/fs],  -0.273123,   0.305886,   0.253531,  -0.254079,   0.000000,  -0.072257,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.128240,   0.000000, 
Z Velocity[A/fs],   0.091169,  -0.251660,   0.310748,  -0.167427,   0.000000,   0.862086,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.860973,   0.000000,  
Speed[A/fs],   0.465018,   0.460999,   0.462958,   0.447482,   0.000000,   1.151986,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.152627,   0.000000,  
 
C4H10_28r23,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9501143247,    3.9036876410,    3.8284988850,    3.9463461824,    0.9988087309,    0.9993907831,    0.9983054876,    0.9995792087,    0.9983621627,    0.9993519352,    0.9990578457,    0.9986367760,    0.9999732932,    0.9870412461,  
Time[fs],  42.050000,  44.071000,  45.338000,  41.411000,   0.000000,  25.096000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.342000,   0.000000,  
Charge Sum,   25.6071545024, 
X Velocity[A/fs],  -0.349343,  -0.241152,   0.195946,   0.353210,   0.000000,  -0.760696,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.755531,   0.000000,  
Y Velocity[A/fs],  -0.294518,   0.313420,   0.300617,  -0.288193,   0.000000,  -0.072257,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.128240,   0.000000, 
Z Velocity[A/fs],   0.039838,  -0.274147,   0.263508,  -0.036816,   0.000000,   0.862086,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.860973,   0.000000,  
Speed[A/fs],   0.458660,   0.481189,   0.445199,   0.457348,   0.000000,   1.151986,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.152627,   0.000000,  
 
C4H10_28r13,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9157504886,    3.9133595526,    3.8640480787,    3.9637964107,    0.9997343333,    0.9991413836,    0.9989394826,    0.9996914202,    0.9997774487,    0.9982457552,    0.9991413572,    0.9986050017,    0.9999698113,    0.9830425773,  
Time[fs],  42.604000,  43.052000,  45.363000,  43.554000,   0.000000,  25.096000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.342000,   0.000000,  
Charge Sum,   25.6332431017, 
X Velocity[A/fs],  -0.340895,  -0.236350,   0.221968,   0.322811,   0.000000,  -0.760696,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.755531,   0.000000,  
Y Velocity[A/fs],  -0.294408,   0.328290,   0.245352,  -0.269644,   0.000000,  -0.072257,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.128240,   0.000000, 
Z Velocity[A/fs],   0.046413,  -0.245892,   0.313716,  -0.169261,   0.000000,   0.862086,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.860973,   0.000000,  
Speed[A/fs],   0.452813,   0.473391,   0.455944,   0.453392,   0.000000,   1.151986,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.152627,   0.000000,  
 
C4H10_28r32,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9331110120,    3.9227778316,    3.8041538894,    3.9551539645,    0.9990296555,    0.9994970431,    0.9983644589,    0.9996323128,    0.9983465553,    0.9994932407,    0.9991427526,    0.9982114307,    0.9993213280,    0.9029694870,  
Time[fs],  42.838000,  43.591000,  45.012000,  42.159000,   0.000000,  25.096000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.210000,   0.000000,  
Charge Sum,   25.5092049620, 
X Velocity[A/fs],  -0.338944,  -0.246214,   0.192419,   0.342929,   0.000000,  -0.760696,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.657297,   0.000000,  
Y Velocity[A/fs],  -0.302877,   0.318185,   0.302674,  -0.285113,   0.000000,  -0.072257,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.256867,   0.000000, 
Z Velocity[A/fs],   0.039650,  -0.268044,   0.267214,  -0.039806,   0.000000,   0.862086,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868480,   0.000000,  
Speed[A/fs],   0.456278,   0.483437,   0.447259,   0.447743,   0.000000,   1.151986,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.119052,   0.000000,  
 
C4H10_28r35,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9323457628,    3.9174925238,    3.8109180480,    3.9553583078,    0.9997094726,    0.9991128570,    0.9985223206,    0.9995130831,    0.9984932005,    0.9999699510,    0.9991547889,    0.9987738606,    0.9994394968,    0.9998997441,  
Time[fs],  42.316000,  46.084000,  44.798000,  43.752000,   0.000000,  25.096000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.140000,   0.000000,  
Charge Sum,   25.6087034177, 
X Velocity[A/fs],  -0.344447,  -0.252221,   0.215752,   0.320269,   0.000000,  -0.760696,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.746245,   0.000000,  
Y Velocity[A/fs],  -0.265880,   0.285457,   0.302875,  -0.272112,   0.000000,  -0.072257,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.077866,   0.000000, 
Z Velocity[A/fs],   0.138477,  -0.301251,   0.273438,  -0.112020,   0.000000,   0.862086,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.857496,   0.000000,  
Speed[A/fs],   0.456631,   0.485647,   0.461574,   0.434932,   0.000000,   1.151986,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.139405,   0.000000,  
 
C4H10_28r43,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9116724133,    3.9221866876,    3.8177647591,    3.9687527735,    0.9988639198,    0.9992761458,    0.9983837532,    0.9995654339,    0.9977958158,    0.9999740055,    0.9989761757,    0.9982480729,    0.9999742946,    0.8993075788,  
